ID_UNI;REGIONE;EDIZIONE;TIPO_ORG;Ambito
402-cheFare 2 (2013/2014);Lombardia;cheFare 2 (2013/2014);Associazione;DANZA, INTEG_SO, TEATRO
403-cheFare 2 (2013/2014);Puglia;cheFare 2 (2013/2014);Associazione culturale;ENOGASTR, FORMAZIO
404-cheFare 2 (2013/2014);Lombardia;cheFare 2 (2013/2014);Associazione;ANTROPOL, INTEG_SO, PERF_ART
405-cheFare 2 (2013/2014);Emilia Romagna;cheFare 2 (2013/2014);Associazione;ARTIPLAS, EVENTI, FORMAZIO
406-cheFare 2 (2013/2014);Lombardia;cheFare 2 (2013/2014);Associazione di Promozione Sociale/Consorzio di cooperative sociali;CINEMA, ENOGASTR, EVENTI
407-cheFare 2 (2013/2014);Lazio;cheFare 2 (2013/2014);Associazione culturale;ARCHEOLO, BENI_CUL, BIBLIOTE, COMMUNIT, COWORKIN, FUNDRAIS, MUSEI, WEB, TURISMO
408-cheFare 2 (2013/2014);Veneto;cheFare 2 (2013/2014);società cooperativa a r.l.;ANTROPOL, ARTIPLAS, COMMERCI
409-cheFare 2 (2013/2014);Sicilia;cheFare 2 (2013/2014);Fondazione;CONCORSO, EVENTI, INTEG_SO
410-cheFare 2 (2013/2014);Sicilia;cheFare 2 (2013/2014);Società cooperativa;BIBLIOTE, FORMAZIO, INTEG_SO
411-cheFare 2 (2013/2014);Lombardia;cheFare 2 (2013/2014);Società cooperativa;DIDATTIC, MUSEI, TEATRO
412-cheFare 2 (2013/2014);Sicilia;cheFare 2 (2013/2014);S.r.l.;MUSEI, OPENDATA, TURISMO
413-cheFare 2 (2013/2014);Piemonte e Valle dAosta;cheFare 2 (2013/2014);Associazione culturale;DIDATTIC, FABBING, WEB
414-cheFare 2 (2013/2014);Emilia Romagna;cheFare 2 (2013/2014);Altro tipo di organizzazione;AGRICOLT, ARTIPLAS, DIDATTIC
415-cheFare 2 (2013/2014);Lombardia;cheFare 2 (2013/2014);Altro tipo di organizzazione;EDITORIA, ENOGASTR, EVENTI
416-cheFare 2 (2013/2014);Umbria;cheFare 2 (2013/2014);Associazione culturale;ARCHITET, FESTIVAL, PERF_ART, TURISMO
417-cheFare 2 (2013/2014);Toscana;cheFare 2 (2013/2014);Associazione;ENOGASTR, EVENTI, INTEG_SO, WEB
418-cheFare 2 (2013/2014);Lazio;cheFare 2 (2013/2014);Associazione di Promozione Sociale/Consorzio di cooperative sociali;DIDATTIC, FORMAZIO, INTEG_SO
419-cheFare 2 (2013/2014);Lombardia;cheFare 2 (2013/2014);Comitato;BENI_CUL, TURISMO
420-cheFare 2 (2013/2014);Umbria;cheFare 2 (2013/2014);Associazione sportiva;ANTROPOL, PSICOLOG, SOCIOLOG
421-cheFare 2 (2013/2014);Piemonte e Valle dAosta;cheFare 2 (2013/2014);S.r.l.;ARTIPLAS, COMMERCI, DESIGN
422-cheFare 2 (2013/2014);Emilia Romagna;cheFare 2 (2013/2014);Associazione di Promozione Sociale/Consorzio di cooperative sociali;DIDATTIC, FOTOGRAF
423-cheFare 2 (2013/2014);Toscana;cheFare 2 (2013/2014);S.a.s.;COMMUNIT, COWORKIN
424-cheFare 2 (2013/2014);Toscana;cheFare 2 (2013/2014);Associazione;BENI_CUL, FORMAZIO, MUSEI
425-cheFare 2 (2013/2014);Emilia Romagna;cheFare 2 (2013/2014);Altro tipo di organizzazione;FORMAZIO, INTEG_SO
426-cheFare 2 (2013/2014);Sicilia;cheFare 2 (2013/2014);società cooperativa a r.l.;FORMAZIO, FOTOGRAF, RIV_CART
427-cheFare 2 (2013/2014);Lombardia;cheFare 2 (2013/2014);Altro tipo di organizzazione;APP_SOFT, COMMUNIT, FORMAZIO, FUNDRAIS, INFANZIA, INTEG_SO
428-cheFare 2 (2013/2014);Basilicata;cheFare 2 (2013/2014);Consorzio;COMMUNIT, EDITORIA, WEB
429-cheFare 2 (2013/2014);Lombardia;cheFare 2 (2013/2014);Altro tipo di organizzazione;EDITORIA, MUSICA, TEATRO
430-cheFare 2 (2013/2014);Lombardia;cheFare 2 (2013/2014);S.r.l.;COMMUNIT, INTEG_SO, MUSEI
431-cheFare 2 (2013/2014);Toscana;cheFare 2 (2013/2014);Associazione di Promozione Sociale/Consorzio di cooperative sociali;BENI_CUL, INTEG_SO, WEB
432-cheFare 2 (2013/2014);Basilicata;cheFare 2 (2013/2014);Associazione;ANTROPOL, BENI_CUL, CIBO
433-cheFare 2 (2013/2014);Emilia Romagna;cheFare 2 (2013/2014);S.r.l.;DIDATTIC, LETTERAT, WEB
434-cheFare 2 (2013/2014);Trentino Alto Adige;cheFare 2 (2013/2014);Associazione;DANZA, EVENTI, FESTIVAL, MUSICA, PERF_ART, TEATRO
435-cheFare 2 (2013/2014);Sardegna;cheFare 2 (2013/2014);Fondazione di partecipazione;ARCHEOLO, COMMUNIT, TURISMO
436-cheFare 2 (2013/2014);Lombardia;cheFare 2 (2013/2014);Altro tipo di organizzazione;EDITORIA
437-cheFare 2 (2013/2014);Lombardia;cheFare 2 (2013/2014);Fondazione;BENI_CUL, DIDATTIC, MUSEI
438-cheFare 2 (2013/2014);Lombardia;cheFare 2 (2013/2014);S.r.l.;COMMUNIT, CONCORSO, CROWDFUN, DESIGN, FORMAZIO, FUNDRAIS, INTEG_SO, MUSICA, OPENDATA, PERF_ART, SOCIALNE, TEATRO, VIDEO, WEB
439-cheFare 2 (2013/2014);Piemonte e Valle dAosta;cheFare 2 (2013/2014);Associazione;ARTIPLAS, COMMUNIT, TURISMO
440-cheFare 2 (2013/2014);Lombardia;cheFare 2 (2013/2014);Associazione;COMMUNIT, EVENTI
441-cheFare 2 (2013/2014);Lazio;cheFare 2 (2013/2014);Associazione culturale;DIDATTIC, PSICOLOG, TEATRO
442-cheFare 2 (2013/2014);Toscana;cheFare 2 (2013/2014);Associazione di Promozione Sociale/Consorzio di cooperative sociali;COMMUNIT, FUNDRAIS, OPENDATA
443-cheFare 2 (2013/2014);Emilia Romagna;cheFare 2 (2013/2014);Associazione culturale;AGRICOLT, OPENDATA, PERF_ART
444-cheFare 2 (2013/2014);Campania;cheFare 2 (2013/2014);Associazione di Promozione Sociale/Consorzio di cooperative sociali;COMMUNIT, FILOSOFI
445-cheFare 2 (2013/2014);Trentino Alto Adige;cheFare 2 (2013/2014);Associazione;DANZA, EVENTI, FESTIVAL, MUSICA, PERF_ART, TEATRO
446-cheFare 2 (2013/2014);Lazio;cheFare 2 (2013/2014);Associazione di Promozione Sociale/Consorzio di cooperative sociali;APP_SOFT, INTEG_SO, SOCIALNE
447-cheFare 2 (2013/2014);Veneto;cheFare 2 (2013/2014);Associazione di Promozione Sociale/Consorzio di cooperative sociali;DIDATTIC, FORMAZIO, TEATRO
448-cheFare 2 (2013/2014);Lombardia;cheFare 2 (2013/2014);Organizzazione di volontariato/O.N.G.;COMMUNIT, INTEG_SO, SOCIALNE
449-cheFare 2 (2013/2014);Lazio;cheFare 2 (2013/2014);Associazione culturale;COMMUNIT, INTEG_SO
450-cheFare 2 (2013/2014);Liguria;cheFare 2 (2013/2014);Associazione;FESTIVAL, INTEG_SO, MUSICA
451-cheFare 2 (2013/2014);Piemonte e Valle dAosta;cheFare 2 (2013/2014);Associazione;ARCHEOLO, ARCHITET, ARTIPLAS, BENI_CUL, BIBLIOTE, CINEMA, COMMUNIT, CONCORSO, CROWDFUN, DANZA, EDITORIA, EVENTI, FESTIVAL, FOTOGRAF, FUNDRAIS, MUSICA, MUSEI, PITTURA, RESTAURO, RIV_ONLI, TEATRO, VIDEO, TURISMO
452-cheFare 2 (2013/2014);Liguria;cheFare 2 (2013/2014);S.r.l.;COMMUNIT, PEDAGOGI, SOCIOLOG
453-cheFare 2 (2013/2014);Veneto;cheFare 2 (2013/2014);S.s.r.l.;ARCHITET, INFANZIA, PEDAGOGI
454-cheFare 2 (2013/2014);Campania;cheFare 2 (2013/2014);Associazione di Promozione Sociale/Consorzio di cooperative sociali;AGRICOLT, BENI_CUL, TURISMO
455-cheFare 2 (2013/2014);Campania;cheFare 2 (2013/2014);Associazione;COWORKIN, INTEG_SO, MUSICA
456-cheFare 2 (2013/2014);Calabria;cheFare 2 (2013/2014);Altro tipo di organizzazione;DESIGN, INTEG_SO
457-cheFare 2 (2013/2014);Piemonte e Valle dAosta;cheFare 2 (2013/2014);Comitato;COMMUNIT, PERF_ART, TURISMO
458-cheFare 2 (2013/2014);Sicilia;cheFare 2 (2013/2014);Associazione culturale;ARCHITET, EVENTI, TURISMO
459-cheFare 2 (2013/2014);Lombardia;cheFare 2 (2013/2014);Associazione culturale;CIBO, COMMERCI, INTEG_SO
460-cheFare 2 (2013/2014);Sicilia;cheFare 2 (2013/2014);Associazione di Promozione Sociale/Consorzio di cooperative sociali;BENI_CUL, INTEG_SO, TURISMO
461-cheFare 2 (2013/2014);Lombardia;cheFare 2 (2013/2014);Associazione culturale;ARCHITET, COWORKIN, TEATRO
462-cheFare 2 (2013/2014);Emilia Romagna;cheFare 2 (2013/2014);S.r.l.;BENI_CUL, WEB, TURISMO
463-cheFare 2 (2013/2014);Emilia Romagna;cheFare 2 (2013/2014);Associazione culturale;COMMUNIT, TEATRO, WEB
464-cheFare 2 (2013/2014);Lombardia;cheFare 2 (2013/2014);Associazione culturale;COMMUNIT, DIDATTIC
465-cheFare 2 (2013/2014);Toscana;cheFare 2 (2013/2014);S.r.l.;APP_SOFT, COWORKIN, EDITORIA
466-cheFare 2 (2013/2014);Basilicata;cheFare 2 (2013/2014);Fondazione;INTEG_SO, RADIO, WEB
467-cheFare 2 (2013/2014);Campania;cheFare 2 (2013/2014);S.r.l.;APP_SOFT, COMMUNIT, INTEG_SO
468-cheFare 2 (2013/2014);Veneto;cheFare 2 (2013/2014);Associazione culturale;FUNDRAIS, PERF_ART, TEATRO
469-cheFare 2 (2013/2014);Lombardia;cheFare 2 (2013/2014);Associazione culturale;INTEG_SO, VIDEO, WEB
470-cheFare 2 (2013/2014);Lombardia;cheFare 2 (2013/2014);S.r.l.;DIDATTIC, EVENTI, TURISMO
471-cheFare 2 (2013/2014);Lazio;cheFare 2 (2013/2014);Associazione culturale;CONCORSO, MUSICA, WEB
472-cheFare 2 (2013/2014);Piemonte e Valle dAosta;cheFare 2 (2013/2014);Associazione;COMMUNIT, INTEG_SO, WEB
473-cheFare 2 (2013/2014);Veneto;cheFare 2 (2013/2014);Associazione;BENI_CUL, EVENTI, TURISMO
474-cheFare 2 (2013/2014);Lombardia;cheFare 2 (2013/2014);Associazione culturale;ANTROPOL, APP_SOFT, BIBLIOTE, CIBO, CINEMA, COMMUNIT, DANZA, DIDATTIC, EDITORIA, ENOGASTR, EVENTI, FORMAZIO, INFANZIA, INTEG_SO, LINGUE_S, MODA, MUSICA, PEDAGOGI, PERF_ART, PITTURA, PSICOLOG, RADIO, RIV_ONLI, SOCIOLOG, SPORT, TEATRO
475-cheFare 2 (2013/2014);Puglia;cheFare 2 (2013/2014);Associazione culturale;EVENTI, MUSICA, RIV_CART
476-cheFare 2 (2013/2014);Lombardia;cheFare 2 (2013/2014);Associazione culturale;MUSICA, TEATRO
477-cheFare 2 (2013/2014);Lazio;cheFare 2 (2013/2014);Associazione culturale;FESTIVAL, MUSICA, VIDEO
478-cheFare 2 (2013/2014);Sardegna;cheFare 2 (2013/2014);Associazione culturale;FESTIVAL, MUSICA, TURISMO
479-cheFare 2 (2013/2014);Lombardia;cheFare 2 (2013/2014);S.r.l.;COWORKIN, DESIGN, FORMAZIO
480-cheFare 2 (2013/2014);Campania;cheFare 2 (2013/2014);Società cooperativa;APP_SOFT, COMMUNIT, CROWDFUN, WEB
481-cheFare 2 (2013/2014);Lazio;cheFare 2 (2013/2014);Altro tipo di organizzazione;ARCHITET, CINEMA, FORMAZIO
482-cheFare 2 (2013/2014);Piemonte e Valle dAosta;cheFare 2 (2013/2014);S.a.s.;BENI_CUL, COMMUNIT, FORMAZIO, WEB
483-cheFare 2 (2013/2014);Campania;cheFare 2 (2013/2014);Altro tipo di organizzazione;DANZA, MUSICA, TEATRO
484-cheFare 2 (2013/2014);Puglia;cheFare 2 (2013/2014);Associazione di Promozione Sociale/Consorzio di cooperative sociali;BENI_CUL, EVENTI, WEB
485-cheFare 2 (2013/2014);Sardegna;cheFare 2 (2013/2014);Associazione culturale;FESTIVAL, MUSICA, PERF_ART
486-cheFare 2 (2013/2014);Emilia Romagna;cheFare 2 (2013/2014);società cooperativa a r.l.;COMMUNIT, COWORKIN, CROWDFUN, DIDATTIC, EDITORIA, EVENTI, FORMAZIO, INTEG_SO, SOCIALNE
487-cheFare 2 (2013/2014);Piemonte e Valle dAosta;cheFare 2 (2013/2014);Associazione culturale;COMMUNIT, COWORKIN, PERF_ART
488-cheFare 2 (2013/2014);Veneto;cheFare 2 (2013/2014);Associazione culturale;ARTIPLAS, COWORKIN, EVENTI
489-cheFare 2 (2013/2014);Marche;cheFare 2 (2013/2014);Associazione;DIDATTIC, FORMAZIO, INFANZIA, INTEG_SO, PSICOLOG
490-cheFare 2 (2013/2014);Emilia Romagna;cheFare 2 (2013/2014);Associazione sportiva;ARCHITET, BENI_CUL, TURISMO
491-cheFare 2 (2013/2014);Lazio;cheFare 2 (2013/2014);Associazione culturale;BENI_CUL, EVENTI, FORMAZIO
492-cheFare 2 (2013/2014);Veneto;cheFare 2 (2013/2014);Associazione di Promozione Sociale/Consorzio di cooperative sociali;FESTIVAL, FORMAZIO, PERF_ART, TEATRO
493-cheFare 2 (2013/2014);Lombardia;cheFare 2 (2013/2014);Associazione culturale;COMMUNIT, EVENTI, MUSICA, SOCIALNE
494-cheFare 2 (2013/2014);Emilia Romagna;cheFare 2 (2013/2014);Associazione di Promozione Sociale/Consorzio di cooperative sociali;DIDATTIC, FORMAZIO, INFANZIA, INTEG_SO, LINGUE_S
495-cheFare 2 (2013/2014);Toscana;cheFare 2 (2013/2014);Associazione culturale;FORMAZIO, INFANZIA, INTEG_SO, MUSICA, PERF_ART, TEATRO
496-cheFare 2 (2013/2014);Abruzzo e Molise;cheFare 2 (2013/2014);Associazione culturale;ARTIPLAS, BENI_CUL, MUSEI
497-cheFare 2 (2013/2014);Puglia;cheFare 2 (2013/2014);Associazione di Promozione Sociale/Consorzio di cooperative sociali;APP_SOFT, COMMUNIT, WEB
498-cheFare 2 (2013/2014);Campania;cheFare 2 (2013/2014);Associazione;ARCHITET, COMMUNIT, TURISMO
499-cheFare 2 (2013/2014);Emilia Romagna;cheFare 2 (2013/2014);Associazione di Promozione Sociale/Consorzio di cooperative sociali;COMMUNIT, INFANZIA, WEB
500-cheFare 2 (2013/2014);Veneto;cheFare 2 (2013/2014);Società cooperativa;ARCHITET, FORMAZIO, INTEG_SO
501-cheFare 2 (2013/2014);Lazio;cheFare 2 (2013/2014);Altro tipo di organizzazione;BENI_CUL, WEB, TURISMO
502-cheFare 2 (2013/2014);Non rilevabile;cheFare 2 (2013/2014);Altro tipo di organizzazione;LINGUE_S, WEB
503-cheFare 2 (2013/2014);Veneto;cheFare 2 (2013/2014);S.r.l.;COMMUNIT, EDITORIA, FESTIVAL
504-cheFare 2 (2013/2014);Campania;cheFare 2 (2013/2014);Associazione culturale;CROWDFUN, INTEG_SO, WEB
505-cheFare 2 (2013/2014);Toscana;cheFare 2 (2013/2014);Associazione culturale;EVENTI, PERF_ART, TEATRO
506-cheFare 2 (2013/2014);Piemonte e Valle dAosta;cheFare 2 (2013/2014);S.a.s.;ARTIPLAS, BENI_CUL, EDITORIA, RIV_CART
507-cheFare 2 (2013/2014);Lazio;cheFare 2 (2013/2014);Associazione;FORMAZIO, INTEG_SO, PERF_ART, TEATRO
508-cheFare 2 (2013/2014);Piemonte e Valle dAosta;cheFare 2 (2013/2014);S.a.s.;FORMAZIO, FUNDRAIS, MUSICA
509-cheFare 2 (2013/2014);Puglia;cheFare 2 (2013/2014);Associazione di Promozione Sociale/Consorzio di cooperative sociali;ARCHEOLO, DIDATTIC, INTEG_SO, TURISMO
510-cheFare 2 (2013/2014);Puglia;cheFare 2 (2013/2014);Associazione di Promozione Sociale/Consorzio di cooperative sociali;BENI_CUL, MUSEI, TURISMO
511-cheFare 2 (2013/2014);Puglia;cheFare 2 (2013/2014);Associazione;EVENTI, INTEG_SO, SOCIALNE
512-cheFare 2 (2013/2014);Lazio;cheFare 2 (2013/2014);Associazione culturale;BENI_CUL, LETTERAT, MUSICA, TEATRO
513-cheFare 2 (2013/2014);Lazio;cheFare 2 (2013/2014);S.n.c.;APP_SOFT, COMMUNIT, PERF_ART
514-cheFare 2 (2013/2014);Lazio;cheFare 2 (2013/2014);Associazione;FESTIVAL, FORMAZIO, SOCIALNE
515-cheFare 2 (2013/2014);Lazio;cheFare 2 (2013/2014);S.r.l.;ARCHITET, EDITORIA, TURISMO
516-cheFare 2 (2013/2014);Toscana;cheFare 2 (2013/2014);Associazione culturale;MUSICA, SOCIALNE, TEATRO
517-cheFare 2 (2013/2014);Sardegna;cheFare 2 (2013/2014);Associazione culturale;COMMUNIT, PERF_ART, SOCIALNE
518-cheFare 2 (2013/2014);Veneto;cheFare 2 (2013/2014);Altro tipo di organizzazione;ARCHITET, BENI_CUL, COMMUNIT
519-cheFare 2 (2013/2014);Lombardia;cheFare 2 (2013/2014);Associazione;APP_SOFT, INTEG_SO, TEATRO
520-cheFare 2 (2013/2014);Lazio;cheFare 2 (2013/2014);S.r.l.;EDITORIA, INFANZIA, LETTERAT
521-cheFare 2 (2013/2014);Trentino Alto Adige;cheFare 2 (2013/2014);Associazione;APP_SOFT, COMMUNIT, MUSEI
522-cheFare 2 (2013/2014);Piemonte e Valle dAosta;cheFare 2 (2013/2014);Fondazione di partecipazione;COMMUNIT, EVENTI, INTEG_SO
523-cheFare 2 (2013/2014);Lombardia;cheFare 2 (2013/2014);società cooperativa a r.l.;COMMUNIT, EVENTI, RIV_ONLI
524-cheFare 2 (2013/2014);Basilicata;cheFare 2 (2013/2014);Associazione;AGRICOLT, ARTIPLAS, DESIGN, FESTIVAL
525-cheFare 2 (2013/2014);Puglia;cheFare 2 (2013/2014);Associazione culturale;DIDATTIC, EVENTI, FESTIVAL, FORMAZIO, MUSICA
526-cheFare 2 (2013/2014);Emilia Romagna;cheFare 2 (2013/2014);Associazione culturale;CINEMA, COMMUNIT
527-cheFare 2 (2013/2014);Lazio;cheFare 2 (2013/2014);Associazione culturale;RIV_CART, RIV_ONLI
528-cheFare 2 (2013/2014);Sicilia;cheFare 2 (2013/2014);società cooperativa a r.l.;PEDAGOGI, PSICOLOG
529-cheFare 2 (2013/2014);Lombardia;cheFare 2 (2013/2014);Altro tipo di organizzazione;CIBO, DIDATTIC, TURISMO
530-cheFare 2 (2013/2014);Lombardia;cheFare 2 (2013/2014);Associazione;BIBLIOTE, EDITORIA, SOCIALNE
531-cheFare 2 (2013/2014);Abruzzo e Molise;cheFare 2 (2013/2014);Associazione di Promozione Sociale/Consorzio di cooperative sociali;ARCHEOLO, BENI_CUL, TURISMO
532-cheFare 2 (2013/2014);Puglia;cheFare 2 (2013/2014);Associazione;COWORKIN, CROWDFUN, EVENTI
533-cheFare 2 (2013/2014);Lazio;cheFare 2 (2013/2014);Associazione culturale;COMMUNIT, FORMAZIO, PEDAGOGI
534-cheFare 2 (2013/2014);Sardegna;cheFare 2 (2013/2014);Associazione di Promozione Sociale/Consorzio di cooperative sociali;COMMUNIT, COWORKIN, FUNDRAIS
535-cheFare 2 (2013/2014);Lombardia;cheFare 2 (2013/2014);Associazione;ANTROPOL, DIDATTIC, FORMAZIO, INTEG_SO, PEDAGOGI, PSICOLOG, SOCIOLOG
536-cheFare 2 (2013/2014);Piemonte e Valle dAosta;cheFare 2 (2013/2014);Associazione di Promozione Sociale/Consorzio di cooperative sociali;FORMAZIO, SOCIALNE
537-cheFare 2 (2013/2014);Puglia;cheFare 2 (2013/2014);Associazione culturale;AGRICOLT, FORMAZIO, INTEG_SO, PERF_ART
538-cheFare 2 (2013/2014);Lombardia;cheFare 2 (2013/2014);Associazione culturale;WEB, TURISMO
539-cheFare 2 (2013/2014);Campania;cheFare 2 (2013/2014);società cooperativa a r.l.;FESTIVAL, FORMAZIO, INFANZIA
540-cheFare 2 (2013/2014);Lombardia;cheFare 2 (2013/2014);Comitato;ANTROPOL, COMMUNIT, TURISMO
541-cheFare 2 (2013/2014);Sardegna;cheFare 2 (2013/2014);Associazione culturale;COMMUNIT, INTEG_SO, PERF_ART
542-cheFare 2 (2013/2014);Piemonte e Valle dAosta;cheFare 2 (2013/2014);Associazione culturale;COMMERCI, FESTIVAL, LETTERAT, MODA, TURISMO
543-cheFare 2 (2013/2014);Sicilia;cheFare 2 (2013/2014);Associazione culturale;BENI_CUL, MUSICA, TEATRO
544-cheFare 2 (2013/2014);Umbria;cheFare 2 (2013/2014);Associazione di Promozione Sociale/Consorzio di cooperative sociali;ARTIPLAS, EVENTI, INTEG_SO
545-cheFare 2 (2013/2014);Calabria;cheFare 2 (2013/2014);Associazione;COMMUNIT, FESTIVAL, INTEG_SO
546-cheFare 2 (2013/2014);Puglia;cheFare 2 (2013/2014);Associazione;COWORKIN, PEDAGOGI, WEB
547-cheFare 2 (2013/2014);Piemonte e Valle dAosta;cheFare 2 (2013/2014);Associazione;ARCHITET, COMMERCI, PERF_ART
548-cheFare 2 (2013/2014);Lombardia;cheFare 2 (2013/2014);S.r.l.;FORMAZIO, SOCIOLOG
549-cheFare 2 (2013/2014);Calabria;cheFare 2 (2013/2014);Associazione culturale;COMMUNIT, INTEG_SO, RIV_ONLI
550-cheFare 2 (2013/2014);Campania;cheFare 2 (2013/2014);Associazione;BIBLIOTE, DIDATTIC, EDITORIA, EVENTI, FORMAZIO, INFANZIA, LETTERAT, TURISMO
551-cheFare 2 (2013/2014);Marche;cheFare 2 (2013/2014);società cooperativa a r.l.;CINEMA, EVENTI, VIDEO
552-cheFare 2 (2013/2014);Lazio;cheFare 2 (2013/2014);S.r.l.;APP_SOFT, BENI_CUL, TURISMO
553-cheFare 2 (2013/2014);Lazio;cheFare 2 (2013/2014);S.r.l.;ARCHITET, ARTIPLAS, BIBLIOTE, COMMERCI, COMMUNIT, COWORKIN, DESIGN, DIDATTIC, EVENTI, FORMAZIO, FOTOGRAF, INFANZIA, PEDAGOGI, PITTURA
554-cheFare 2 (2013/2014);Piemonte e Valle dAosta;cheFare 2 (2013/2014);Associazione;ARTIPLAS, BENI_CUL, MUSEI
555-cheFare 2 (2013/2014);Sicilia;cheFare 2 (2013/2014);Associazione culturale;BENI_CUL, SOCIOLOG, VIDEO
556-cheFare 2 (2013/2014);Lombardia;cheFare 2 (2013/2014);Associazione di Promozione Sociale/Consorzio di cooperative sociali;BENI_CUL, BIBLIOTE, MUSEI
557-cheFare 2 (2013/2014);Campania;cheFare 2 (2013/2014);Associazione di Promozione Sociale/Consorzio di cooperative sociali;BENI_CUL, COWORKIN, PEDAGOGI
558-cheFare 2 (2013/2014);Sardegna;cheFare 2 (2013/2014);Altro tipo di organizzazione;ARCHITET, COMMERCI, COWORKIN
559-cheFare 2 (2013/2014);Piemonte e Valle dAosta;cheFare 2 (2013/2014);Fondazione;CIBO, COMMUNIT, INTEG_SO
560-cheFare 2 (2013/2014);Piemonte e Valle dAosta;cheFare 2 (2013/2014);Associazione culturale;EVENTI, PERF_ART
561-cheFare 2 (2013/2014);Piemonte e Valle dAosta;cheFare 2 (2013/2014);Associazione di Promozione Sociale/Consorzio di cooperative sociali;AGRICOLT, ANTROPOL, ARCHITET, BENI_CUL, DIDATTIC, ENOGASTR, INFANZIA, MUSEI, PEDAGOGI, SPORT, TEATRO, TURISMO
562-cheFare 2 (2013/2014);Emilia Romagna;cheFare 2 (2013/2014);Associazione culturale;COWORKIN, INTEG_SO, SOCIALNE
563-cheFare 2 (2013/2014);Lazio;cheFare 2 (2013/2014);Altro tipo di organizzazione;BENI_CUL, ENOGASTR, EVENTI
564-cheFare 2 (2013/2014);Lazio;cheFare 2 (2013/2014);Associazione culturale;EVENTI, RIV_ONLI
565-cheFare 2 (2013/2014);Puglia;cheFare 2 (2013/2014);S.r.l.;COMMERCI, COMMUNIT, TURISMO
566-cheFare 2 (2013/2014);Piemonte e Valle dAosta;cheFare 2 (2013/2014);Associazione culturale;CINEMA, COMMUNIT, FORMAZIO
567-cheFare 2 (2013/2014);Puglia;cheFare 2 (2013/2014);Associazione culturale;ANTROPOL, BENI_CUL, COMMUNIT
568-cheFare 2 (2013/2014);Lazio;cheFare 2 (2013/2014);Organizzazione di volontariato/O.N.G.;ARCHITET, INTEG_SO
569-cheFare 2 (2013/2014);Lombardia;cheFare 2 (2013/2014);Associazione;ARCHITET, EDITORIA
570-cheFare 2 (2013/2014);Sicilia;cheFare 2 (2013/2014);Associazione;BENI_CUL, EVENTI, INTEG_SO
571-cheFare 2 (2013/2014);Sicilia;cheFare 2 (2013/2014);Associazione culturale;CINEMA, EDITORIA, MUSICA
572-cheFare 2 (2013/2014);Sicilia;cheFare 2 (2013/2014);Associazione di Promozione Sociale/Consorzio di cooperative sociali;ARCHITET, FESTIVAL, INTEG_SO
573-cheFare 2 (2013/2014);Puglia;cheFare 2 (2013/2014);S.r.l.;ARCHITET, ARTIPLAS, COMMUNIT, DESIGN
574-cheFare 2 (2013/2014);Piemonte e Valle dAosta;cheFare 2 (2013/2014);Associazione culturale;INTEG_SO, PERF_ART, PSICOLOG
575-cheFare 2 (2013/2014);Marche;cheFare 2 (2013/2014);S.r.l.;COMMERCI, COMMUNIT, SOCIALNE
576-cheFare 2 (2013/2014);Toscana;cheFare 2 (2013/2014);Associazione culturale;COMMUNIT, VIDEO, TURISMO
577-cheFare 2 (2013/2014);Lombardia;cheFare 2 (2013/2014);società cooperativa a r.l.;INFANZIA, INTEG_SO, TEATRO
578-cheFare 2 (2013/2014);Non rilevabile;cheFare 2 (2013/2014);Altro tipo di organizzazione;DANZA, ENOGASTR, FESTIVAL, FORMAZIO, LETTERAT, MUSICA, PEDAGOGI, PERF_ART, VIDEO
579-cheFare 2 (2013/2014);Sicilia;cheFare 2 (2013/2014);Associazione;CIBO, ENOGASTR
580-cheFare 2 (2013/2014);Veneto;cheFare 2 (2013/2014);Associazione;FORMAZIO, INFANZIA, MUSICA
581-cheFare 2 (2013/2014);Lombardia;cheFare 2 (2013/2014);S.a.s.;APP_SOFT, BENI_CUL, OPENDATA
582-cheFare 2 (2013/2014);Lazio;cheFare 2 (2013/2014);Associazione di Promozione Sociale/Consorzio di cooperative sociali;FORMAZIO, TEATRO, TURISMO
583-cheFare 2 (2013/2014);Lombardia;cheFare 2 (2013/2014);S.r.l.;APP_SOFT, WEB, TURISMO
584-cheFare 2 (2013/2014);Lazio;cheFare 2 (2013/2014);S.r.l.;APP_SOFT, BENI_CUL, COMMUNIT
585-cheFare 2 (2013/2014);Sardegna;cheFare 2 (2013/2014);Associazione;INTEG_SO, TEATRO, WEB
586-cheFare 2 (2013/2014);Lazio;cheFare 2 (2013/2014);Associazione di Promozione Sociale/Consorzio di cooperative sociali;BENI_CUL, FESTIVAL, INTEG_SO
587-cheFare 2 (2013/2014);Lombardia;cheFare 2 (2013/2014);S.r.l.;BENI_CUL
588-cheFare 2 (2013/2014);Lombardia;cheFare 2 (2013/2014);S.r.l.;DIDATTIC, EDITORIA, FORMAZIO
589-cheFare 2 (2013/2014);Basilicata;cheFare 2 (2013/2014);Associazione culturale;APP_SOFT, EDITORIA, TURISMO
590-cheFare 2 (2013/2014);Lazio;cheFare 2 (2013/2014);Associazione culturale;COMMUNIT, FORMAZIO, INTEG_SO, WEB
591-cheFare 2 (2013/2014);Lombardia;cheFare 2 (2013/2014);Associazione;COMMUNIT, INTEG_SO, WEB
