ID_UNI;REGIONE;EDIZIONE;TIPO_ORG;Ambito
592-cheFare 2 (2013/2014);Puglia;cheFare 2 (2013/2014);Associazione culturale;APP_SOFT, FORMAZIO, SOCIOLOG, TURISMO
593-cheFare 2 (2013/2014);Liguria;cheFare 2 (2013/2014);Società cooperativa;INTEG_SO, TEATRO, VIDEO
594-cheFare 2 (2013/2014);Emilia Romagna;cheFare 2 (2013/2014);Altro tipo di organizzazione;CIBO, PERF_ART, SOCIALNE
595-cheFare 2 (2013/2014);Emilia Romagna;cheFare 2 (2013/2014);S.a.s.;FOTOGRAF, WEB
596-cheFare 2 (2013/2014);Lombardia;cheFare 2 (2013/2014);Associazione culturale;FUNDRAIS, PERF_ART, WEB
597-cheFare 2 (2013/2014);Emilia Romagna;cheFare 2 (2013/2014);Associazione;CINEMA, EVENTI, WEB
598-cheFare 2 (2013/2014);Trentino Alto Adige;cheFare 2 (2013/2014);Altro tipo di organizzazione;COMMUNIT, EVENTI
599-cheFare 2 (2013/2014);Toscana;cheFare 2 (2013/2014);Associazione di Promozione Sociale/Consorzio di cooperative sociali;CIBO, COMMUNIT, ENOGASTR, EVENTI, FESTIVAL, MUSICA, PERF_ART
600-cheFare 2 (2013/2014);Piemonte e Valle dAosta;cheFare 2 (2013/2014);Associazione;INTEG_SO
601-cheFare 2 (2013/2014);Piemonte e Valle dAosta;cheFare 2 (2013/2014);Associazione culturale;COMMUNIT, CROWDFUN, FUNDRAIS
602-cheFare 2 (2013/2014);Piemonte e Valle dAosta;cheFare 2 (2013/2014);Società cooperativa;COWORKIN, EVENTI, TURISMO
603-cheFare 2 (2013/2014);Lazio;cheFare 2 (2013/2014);Altro tipo di organizzazione;INFANZIA, PEDAGOGI, WEB, TURISMO
604-cheFare 2 (2013/2014);Lazio;cheFare 2 (2013/2014);Altro tipo di organizzazione;COWORKIN, SOCIALNE, TURISMO
605-cheFare 2 (2013/2014);Veneto;cheFare 2 (2013/2014);Organizzazione di volontariato/O.N.G.;INTEG_SO, MUSICA
606-cheFare 2 (2013/2014);Lombardia;cheFare 2 (2013/2014);Associazione di Promozione Sociale/Consorzio di cooperative sociali;DIDATTIC, MUSICA, TURISMO
1-cheFare 3 (2015);Lazio;cheFare 3 (2015);Associazione culturale;BENI_CUL, FILOSOFI, FORMAZIO
2-cheFare 3 (2015);Lombardia;cheFare 3 (2015);Associazione culturale;ARTIPLAS, COMMUNIT
3-cheFare 3 (2015);Sicilia;cheFare 3 (2015);S.r.l.;APP_SOFT, EDITORIA, MUSEI, TURISMO
4-cheFare 3 (2015);Veneto;cheFare 3 (2015);Associazione culturale;COMMUNIT, FORMAZIO, INTEG_SO
5-cheFare 3 (2015);Sardegna;cheFare 3 (2015);Associazione;BENI_CUL, WEB, TURISMO
6-cheFare 3 (2015);Non rilevabile;cheFare 3 (2015);Altro tipo di organizzazione;EDITORIA, INFANZIA
7-cheFare 3 (2015);Sicilia;cheFare 3 (2015);Associazione;CONCORSO, FORMAZIO, TEATRO
8-cheFare 3 (2015);Campania;cheFare 3 (2015);Fondazione;FORMAZIO, INFANZIA, INTEG_SO
9-cheFare 3 (2015);Lombardia;cheFare 3 (2015);Fondazione;INTEG_SO, RIV_ONLI, SOCIALNE
10-cheFare 3 (2015);Lombardia;cheFare 3 (2015);Associazione;COMMUNIT, TEATRO, WEB
11-cheFare 3 (2015);Non rilevabile;cheFare 3 (2015);Associazione culturale;APP_SOFT, CINEMA, COMMUNIT, DIDATTIC, FORMAZIO, INTEG_SO, SOCIALNE, VIDEO, WEB, TURISMO
12-cheFare 3 (2015);Sardegna;cheFare 3 (2015);società cooperativa a r.l.;FOTOGRAF, INTEG_SO, VIDEO
13-cheFare 3 (2015);Emilia Romagna;cheFare 3 (2015);S.r.l.;APP_SOFT, ARTIPLAS, COMMERCI, DESIGN, PITTURA, SOCIALNE
14-cheFare 3 (2015);Toscana;cheFare 3 (2015);Fondazione;FORMAZIO, INTEG_SO, MUSEI
15-cheFare 3 (2015);Puglia;cheFare 3 (2015);Associazione sportiva;BENI_CUL, INTEG_SO, TURISMO
16-cheFare 3 (2015);Piemonte e Valle dAosta;cheFare 3 (2015);Associazione;COMMUNIT, FORMAZIO, OPENDATA
17-cheFare 3 (2015);Lazio;cheFare 3 (2015);S.r.l.;INTEG_SO, SOCIALNE, WEB
18-cheFare 3 (2015);Lombardia;cheFare 3 (2015);Società cooperativa;COMMUNIT, MUSEI
19-cheFare 3 (2015);Lombardia;cheFare 3 (2015);Associazione;APP_SOFT, INFANZIA, MUSEI
20-cheFare 3 (2015);Trentino Alto Adige;cheFare 3 (2015);Associazione;APP_SOFT, TEATRO, TURISMO
21-cheFare 3 (2015);Veneto;cheFare 3 (2015);Associazione;FORMAZIO, MUSICA, TURISMO
22-cheFare 3 (2015);Non rilevabile;cheFare 3 (2015);Associazione sportiva;FORMAZIO, PSICOLOG, SPORT
23-cheFare 3 (2015);Campania;cheFare 3 (2015);Associazione;ALTRO
24-cheFare 3 (2015);Piemonte e Valle dAosta;cheFare 3 (2015);società cooperativa a r.l.;PERF_ART, ALTRO
25-cheFare 3 (2015);Non rilevabile;cheFare 3 (2015);S.r.l.;BENI_CUL, DIDATTIC, TURISMO
26-cheFare 3 (2015);Lombardia;cheFare 3 (2015);Altro tipo di organizzazione;EDITORIA, EVENTI, FORMAZIO, ALTRO
27-cheFare 3 (2015);Emilia Romagna;cheFare 3 (2015);società cooperativa a r.l.;MUSEI, WEB, TURISMO
28-cheFare 3 (2015);Non rilevabile;cheFare 3 (2015);S.r.l.;CIBO, COWORKIN, SOCIALNE
29-cheFare 3 (2015);Emilia Romagna;cheFare 3 (2015);Associazione culturale;CINEMA, DIDATTIC, FORMAZIO, INTEG_SO, VIDEO
30-cheFare 3 (2015);Piemonte e Valle dAosta;cheFare 3 (2015);Associazione culturale;MUSICA, PITTURA, TEATRO
31-cheFare 3 (2015);Toscana;cheFare 3 (2015);Associazione di Promozione Sociale/Consorzio di cooperative sociali;AGRICOLT, APP_SOFT, ARTIPLAS, BENI_CUL, CIBO, EVENTI, FILOSOFI
32-cheFare 3 (2015);Lazio;cheFare 3 (2015);Associazione di Promozione Sociale/Consorzio di cooperative sociali;AGRICOLT, APP_SOFT, ENOGASTR
33-cheFare 3 (2015);Toscana;cheFare 3 (2015);Fondazione;FORMAZIO, INTEG_SO, TEATRO
34-cheFare 3 (2015);Toscana;cheFare 3 (2015);Associazione culturale;BENI_CUL, MUSICA, TURISMO
35-cheFare 3 (2015);Emilia Romagna;cheFare 3 (2015);Altro tipo di organizzazione;APP_SOFT, BENI_CUL, TURISMO
36-cheFare 3 (2015);Emilia Romagna;cheFare 3 (2015);Associazione;ANTROPOL, FORMAZIO, TEATRO, ALTRO
37-cheFare 3 (2015);Toscana;cheFare 3 (2015);Associazione;APP_SOFT, BENI_CUL, INTEG_SO
38-cheFare 3 (2015);Emilia Romagna;cheFare 3 (2015);Associazione di Promozione Sociale/Consorzio di cooperative sociali;CIBO, COWORKIN, INTEG_SO
39-cheFare 3 (2015);Campania;cheFare 3 (2015);Associazione culturale;FORMAZIO, INTEG_SO, MUSICA
40-cheFare 3 (2015);Sicilia;cheFare 3 (2015);Associazione;APP_SOFT, COWORKIN, INFANZIA
41-cheFare 3 (2015);Sardegna;cheFare 3 (2015);Associazione;BIBLIOTE, DIDATTIC, EDITORIA
42-cheFare 3 (2015);Puglia;cheFare 3 (2015);società cooperativa a r.l.;BENI_CUL, ENOGASTR, TURISMO
43-cheFare 3 (2015);Campania;cheFare 3 (2015);S.r.l.;APP_SOFT, SPORT, TURISMO
44-cheFare 3 (2015);Campania;cheFare 3 (2015);Associazione culturale;BENI_CUL, LETTERAT, RIV_ONLI
45-cheFare 3 (2015);Lombardia;cheFare 3 (2015);S.r.l.;APP_SOFT, COMMUNIT, EVENTI
46-cheFare 3 (2015);Toscana;cheFare 3 (2015);Associazione culturale;BENI_CUL, COMMUNIT, COWORKIN
47-cheFare 3 (2015);Non rilevabile;cheFare 3 (2015);Associazione di Promozione Sociale/Consorzio di cooperative sociali;CIBO, INTEG_SO, TEATRO
48-cheFare 3 (2015);Non rilevabile;cheFare 3 (2015);Associazione;BENI_CUL, FORMAZIO, WEB
49-cheFare 3 (2015);Lombardia;cheFare 3 (2015);Associazione di Promozione Sociale/Consorzio di cooperative sociali;ARCHEOLO, BENI_CUL, WEB
50-cheFare 3 (2015);Non rilevabile;cheFare 3 (2015);Associazione;BENI_CUL, MUSICA
51-cheFare 3 (2015);Puglia;cheFare 3 (2015);Associazione;DIDATTIC, INTEG_SO, MUSICA
52-cheFare 3 (2015);Puglia;cheFare 3 (2015);Associazione culturale;BENI_CUL, COWORKIN, CROWDFUN
53-cheFare 3 (2015);Veneto;cheFare 3 (2015);Associazione di Promozione Sociale/Consorzio di cooperative sociali;COWORKIN, FABBING, PERF_ART
54-cheFare 3 (2015);Campania;cheFare 3 (2015);Associazione di Promozione Sociale/Consorzio di cooperative sociali;EDITORIA, INTEG_SO, RIV_CART
55-cheFare 3 (2015);Puglia;cheFare 3 (2015);Associazione;COMMUNIT, FABBING, INTEG_SO
56-cheFare 3 (2015);Lombardia;cheFare 3 (2015);Associazione di Promozione Sociale/Consorzio di cooperative sociali;COMMUNIT, EDITORIA, INTEG_SO
57-cheFare 3 (2015);Veneto;cheFare 3 (2015);Altro tipo di organizzazione;APP_SOFT, COMMUNIT, CROWDFUN, FUNDRAIS, INTEG_SO, SOCIOLOG
58-cheFare 3 (2015);Lazio;cheFare 3 (2015);Associazione di Promozione Sociale/Consorzio di cooperative sociali;COWORKIN, FORMAZIO, ALTRO
59-cheFare 3 (2015);Puglia;cheFare 3 (2015);società cooperativa a r.l.;INTEG_SO, RESTAURO
60-cheFare 3 (2015);Lombardia;cheFare 3 (2015);Associazione di Promozione Sociale/Consorzio di cooperative sociali;APP_SOFT, FORMAZIO, PEDAGOGI
61-cheFare 3 (2015);Emilia Romagna;cheFare 3 (2015);Altro tipo di organizzazione;ARCHITET, BENI_CUL, RESTAURO
62-cheFare 3 (2015);Veneto;cheFare 3 (2015);S.r.l.;BENI_CUL, EVENTI, TURISMO
63-cheFare 3 (2015);Abruzzo e Molise;cheFare 3 (2015);Associazione culturale;EVENTI, MUSICA, PERF_ART
64-cheFare 3 (2015);Lazio;cheFare 3 (2015);S.r.l.;ARCHEOLO, ENOGASTR, TURISMO
65-cheFare 3 (2015);Veneto;cheFare 3 (2015);Società cooperativa;ARCHEOLO, BENI_CUL, TURISMO
66-cheFare 3 (2015);Toscana;cheFare 3 (2015);Fondazione;BENI_CUL, VIDEO, WEB
67-cheFare 3 (2015);Marche;cheFare 3 (2015);Società cooperativa;INFANZIA, PEDAGOGI
68-cheFare 3 (2015);Emilia Romagna;cheFare 3 (2015);Fondazione di partecipazione;BIBLIOTE, DIDATTIC, MUSICA
69-cheFare 3 (2015);Toscana;cheFare 3 (2015);Associazione culturale;AGRICOLT, ANTROPOL, ARCHEOLO, ARCHITET, BENI_CUL, CIBO, COMMUNIT, EDITORIA, ENOGASTR, EVENTI, FESTIVAL, FOTOGRAF, INTEG_SO, LETTERAT, MUSICA, MUSEI, PERF_ART, SOCIALNE, SOCIOLOG, TEATRO, VIDEO, WEB, TURISMO
70-cheFare 3 (2015);Campania;cheFare 3 (2015);Associazione di Promozione Sociale/Consorzio di cooperative sociali;BENI_CUL, ENOGASTR, TURISMO
71-cheFare 3 (2015);Veneto;cheFare 3 (2015);società cooperativa a r.l.;AGRICOLT, VIDEO, WEB
72-cheFare 3 (2015);Veneto;cheFare 3 (2015);Associazione culturale;DIDATTIC, MUSICA
73-cheFare 3 (2015);Emilia Romagna;cheFare 3 (2015);Associazione culturale;ARTIPLAS, DESIGN, EDITORIA, EVENTI, FORMAZIO, PERF_ART
74-cheFare 3 (2015);Lazio;cheFare 3 (2015);Associazione;INTEG_SO, PSICOLOG, TURISMO
75-cheFare 3 (2015);Toscana;cheFare 3 (2015);Società cooperativa;COMMUNIT, DIDATTIC, OPENDATA
76-cheFare 3 (2015);Sardegna;cheFare 3 (2015);S.r.l.;FORMAZIO, INTEG_SO, PERF_ART
77-cheFare 3 (2015);Sardegna;cheFare 3 (2015);Associazione;DIDATTIC, FOTOGRAF, MUSICA
78-cheFare 3 (2015);Emilia Romagna;cheFare 3 (2015);S.r.l.;BENI_CUL, DESIGN, TURISMO
79-cheFare 3 (2015);Toscana;cheFare 3 (2015);Organizzazione di volontariato/O.N.G.;ARCHITET, BENI_CUL, COMMUNIT, DESIGN, EVENTI, FABBING, FORMAZIO, FUNDRAIS, INTEG_SO, SOCIALNE, SOCIOLOG, WEB
80-cheFare 3 (2015);Veneto;cheFare 3 (2015);Associazione culturale;BENI_CUL, EDITORIA
81-cheFare 3 (2015);Puglia;cheFare 3 (2015);Organizzazione di volontariato/O.N.G.;APP_SOFT, COMMUNIT, INTEG_SO
82-cheFare 3 (2015);Sardegna;cheFare 3 (2015);Altro tipo di organizzazione;APP_SOFT, COMMERCI, EDITORIA
83-cheFare 3 (2015);Sardegna;cheFare 3 (2015);Associazione;DIDATTIC, INFANZIA, INTEG_SO, PEDAGOGI, PSICOLOG
84-cheFare 3 (2015);Veneto;cheFare 3 (2015);Associazione;EDITORIA, EVENTI, LETTERAT
85-cheFare 3 (2015);Lazio;cheFare 3 (2015);Associazione culturale;ANTROPOL, BENI_CUL, CIBO
86-cheFare 3 (2015);Lombardia;cheFare 3 (2015);Fondazione di partecipazione;COMMUNIT, FORMAZIO, LETTERAT
87-cheFare 3 (2015);Calabria;cheFare 3 (2015);Associazione;DIDATTIC, INTEG_SO, PEDAGOGI, SOCIOLOG
88-cheFare 3 (2015);Non rilevabile;cheFare 3 (2015);Associazione;COMMUNIT, INTEG_SO, WEB
89-cheFare 3 (2015);Sicilia;cheFare 3 (2015);Associazione di Promozione Sociale/Consorzio di cooperative sociali;BENI_CUL, EVENTI, TURISMO
90-cheFare 3 (2015);Non rilevabile;cheFare 3 (2015);Associazione;COMMUNIT, INTEG_SO, LINGUE_S
91-cheFare 3 (2015);Lazio;cheFare 3 (2015);Altro tipo di organizzazione;COMMUNIT, PERF_ART, SOCIALNE
92-cheFare 3 (2015);Emilia Romagna;cheFare 3 (2015);Associazione di Promozione Sociale/Consorzio di cooperative sociali;DIDATTIC, FORMAZIO, INTEG_SO
93-cheFare 3 (2015);Veneto;cheFare 3 (2015);Associazione di Promozione Sociale/Consorzio di cooperative sociali;INTEG_SO, ALTRO
94-cheFare 3 (2015);Lazio;cheFare 3 (2015);Fondazione;COMMUNIT, DIDATTIC, EVENTI, FORMAZIO, INFANZIA, INTEG_SO, MUSICA, PEDAGOGI
95-cheFare 3 (2015);Lazio;cheFare 3 (2015);Associazione di Promozione Sociale/Consorzio di cooperative sociali;APP_SOFT, BENI_CUL, COMMUNIT
96-cheFare 3 (2015);Friuli Venezia Giulia;cheFare 3 (2015);Altro tipo di organizzazione;AGRICOLT, ARCHEOLO, ARCHITET, BENI_CUL, CIBO, DIDATTIC, ENOGASTR, EVENTI, RIV_CART, SOCIOLOG, TURISMO
97-cheFare 3 (2015);Friuli Venezia Giulia;cheFare 3 (2015);S.r.l.;EDITORIA
98-cheFare 3 (2015);Campania;cheFare 3 (2015);Altro tipo di organizzazione;COMMUNIT, DESIGN, DIDATTIC
99-cheFare 3 (2015);Toscana;cheFare 3 (2015);Associazione culturale;FOTOGRAF, FUNDRAIS
100-cheFare 3 (2015);Calabria;cheFare 3 (2015);Associazione di Promozione Sociale/Consorzio di cooperative sociali;BENI_CUL, EVENTI, TURISMO
101-cheFare 3 (2015);Campania;cheFare 3 (2015);Associazione di Promozione Sociale/Consorzio di cooperative sociali;CROWDFUN, TEATRO, WEB
102-cheFare 3 (2015);Abruzzo e Molise;cheFare 3 (2015);Associazione culturale;EVENTI, FORMAZIO, MUSICA
103-cheFare 3 (2015);Emilia Romagna;cheFare 3 (2015);società cooperativa a r.l.;COMMUNIT, COWORKIN, ALTRO
104-cheFare 3 (2015);Marche;cheFare 3 (2015);Organizzazione di volontariato/O.N.G.;BIBLIOTE, COMMUNIT, INTEG_SO
105-cheFare 3 (2015);Non rilevabile;cheFare 3 (2015);Associazione di Promozione Sociale/Consorzio di cooperative sociali;COMMUNIT, FORMAZIO, MUSICA
106-cheFare 3 (2015);Puglia;cheFare 3 (2015);Associazione di Promozione Sociale/Consorzio di cooperative sociali;EDITORIA, INTEG_SO, ALTRO
107-cheFare 3 (2015);Puglia;cheFare 3 (2015);società cooperativa a r.l.;COWORKIN, CROWDFUN, ALTRO
108-cheFare 3 (2015);Lazio;cheFare 3 (2015);società cooperativa a r.l.;BENI_CUL, COMMUNIT, ALTRO
109-cheFare 3 (2015);Puglia;cheFare 3 (2015);Società cooperativa;INFANZIA, INTEG_SO
110-cheFare 3 (2015);Piemonte e Valle dAosta;cheFare 3 (2015);Altro tipo di organizzazione;APP_SOFT, COWORKIN, WEB
111-cheFare 3 (2015);Toscana;cheFare 3 (2015);Associazione sportiva;ARTIPLAS, PITTURA, RESTAURO
112-cheFare 3 (2015);Liguria;cheFare 3 (2015);Associazione culturale;COMMUNIT, INTEG_SO, ALTRO
113-cheFare 3 (2015);Campania;cheFare 3 (2015);Associazione culturale;EDITORIA, EVENTI
114-cheFare 3 (2015);Lombardia;cheFare 3 (2015);Associazione;BIBLIOTE, RADIO, SOCIOLOG
115-cheFare 3 (2015);Toscana;cheFare 3 (2015);Associazione di Promozione Sociale/Consorzio di cooperative sociali;COMMUNIT, WEB, TURISMO
116-cheFare 3 (2015);Puglia;cheFare 3 (2015);S.r.l.;CINEMA, COMMUNIT
117-cheFare 3 (2015);Non rilevabile;cheFare 3 (2015);Associazione di Promozione Sociale/Consorzio di cooperative sociali;CIBO, INTEG_SO, TURISMO
118-cheFare 3 (2015);Sicilia;cheFare 3 (2015);Associazione di Promozione Sociale/Consorzio di cooperative sociali;BENI_CUL, MUSEI, TURISMO
119-cheFare 3 (2015);Toscana;cheFare 3 (2015);Associazione culturale;EDITORIA, EVENTI, MUSICA
120-cheFare 3 (2015);Lombardia;cheFare 3 (2015);Società cooperativa;EVENTI, FORMAZIO, INFANZIA
121-cheFare 3 (2015);Lombardia;cheFare 3 (2015);Associazione culturale;MUSICA
122-cheFare 3 (2015);Non rilevabile;cheFare 3 (2015);S.a.s.;ANTROPOL, EVENTI, SOCIALNE
123-cheFare 3 (2015);Lazio;cheFare 3 (2015);Associazione culturale;LETTERAT, PERF_ART, WEB
124-cheFare 3 (2015);Piemonte e Valle dAosta;cheFare 3 (2015);Associazione;CINEMA, FESTIVAL, VIDEO
125-cheFare 3 (2015);Non rilevabile;cheFare 3 (2015);S.r.l.;EDITORIA, ENOGASTR, TURISMO
126-cheFare 3 (2015);Lombardia;cheFare 3 (2015);Associazione culturale;COMMUNIT, VIDEO, ALTRO
127-cheFare 3 (2015);Piemonte e Valle dAosta;cheFare 3 (2015);Associazione culturale;EVENTI, MUSICA, MUSEI
128-cheFare 3 (2015);Piemonte e Valle dAosta;cheFare 3 (2015);S.r.l.;APP_SOFT, COMMUNIT, EDITORIA, FABBING, INFANZIA, OPENDATA, WEB, ALTRO
129-cheFare 3 (2015);Liguria;cheFare 3 (2015);S.a.s.;ARTIPLAS, MUSEI, PERF_ART
130-cheFare 3 (2015);Puglia;cheFare 3 (2015);S.r.l.;CIBO, PERF_ART
131-cheFare 3 (2015);Puglia;cheFare 3 (2015);Associazione culturale;DIDATTIC, FESTIVAL
132-cheFare 3 (2015);Toscana;cheFare 3 (2015);Associazione;EDITORIA, FORMAZIO, FOTOGRAF
133-cheFare 3 (2015);Toscana;cheFare 3 (2015);Organizzazione di volontariato/O.N.G.;DIDATTIC, FORMAZIO, ALTRO
134-cheFare 3 (2015);Campania;cheFare 3 (2015);Associazione culturale;EVENTI, SOCIALNE, TEATRO
135-cheFare 3 (2015);Veneto;cheFare 3 (2015);Associazione di Promozione Sociale/Consorzio di cooperative sociali;COMMUNIT, EVENTI, INTEG_SO
136-cheFare 3 (2015);Puglia;cheFare 3 (2015);Altro tipo di organizzazione;FORMAZIO, PSICOLOG, TURISMO
137-cheFare 3 (2015);Lombardia;cheFare 3 (2015);Società cooperativa;COMMERCI, FORMAZIO, INTEG_SO
138-cheFare 3 (2015);Lombardia;cheFare 3 (2015);Altro tipo di organizzazione;DESIGN, MUSICA
139-cheFare 3 (2015);Veneto;cheFare 3 (2015);Associazione di Promozione Sociale/Consorzio di cooperative sociali;ANTROPOL, BIBLIOTE, CIBO, CINEMA, COMMUNIT, COWORKIN, CROWDFUN, EVENTI, FILOSOFI, INFANZIA, PEDAGOGI, PSICOLOG
140-cheFare 3 (2015);Veneto;cheFare 3 (2015);S.r.l.;EVENTI, SOCIALNE
141-cheFare 3 (2015);Campania;cheFare 3 (2015);Associazione culturale;AGRICOLT, FORMAZIO, INTEG_SO
142-cheFare 3 (2015);Lombardia;cheFare 3 (2015);Associazione;CIBO, DIDATTIC, INFANZIA
143-cheFare 3 (2015);Marche;cheFare 3 (2015);Altro tipo di organizzazione;COMMUNIT, FORMAZIO
144-cheFare 3 (2015);Veneto;cheFare 3 (2015);Associazione;COWORKIN, EVENTI
145-cheFare 3 (2015);Lazio;cheFare 3 (2015);S.s.r.l.;CIBO, ENOGASTR, INTEG_SO
146-cheFare 3 (2015);Non rilevabile;cheFare 3 (2015);Associazione culturale;BIBLIOTE, INTEG_SO, LETTERAT
147-cheFare 3 (2015);Lombardia;cheFare 3 (2015);Associazione culturale;COMMUNIT, RIV_ONLI, WEB
148-cheFare 3 (2015);Trentino Alto Adige;cheFare 3 (2015);Società cooperativa;CIBO, CINEMA, DIDATTIC
149-cheFare 3 (2015);Puglia;cheFare 3 (2015);Associazione di Promozione Sociale/Consorzio di cooperative sociali;APP_SOFT, BENI_CUL, EVENTI
150-cheFare 3 (2015);Puglia;cheFare 3 (2015);Associazione culturale;FESTIVAL, TEATRO, WEB
151-cheFare 3 (2015);Emilia Romagna;cheFare 3 (2015);S.r.l.;COMMUNIT, COWORKIN, PERF_ART
152-cheFare 3 (2015);Lazio;cheFare 3 (2015);Fondazione;ARCHEOLO, DESIGN, INTEG_SO
153-cheFare 3 (2015);Lombardia;cheFare 3 (2015);Associazione culturale;ANTROPOL, FOTOGRAF, INTEG_SO
154-cheFare 3 (2015);Abruzzo e Molise;cheFare 3 (2015);Associazione di Promozione Sociale/Consorzio di cooperative sociali;EVENTI, FESTIVAL, PSICOLOG
155-cheFare 3 (2015);Lombardia;cheFare 3 (2015);Altro tipo di organizzazione;BIBLIOTE, RESTAURO, TURISMO
156-cheFare 3 (2015);Lombardia;cheFare 3 (2015);Associazione;ANTROPOL, PEDAGOGI, PSICOLOG
157-cheFare 3 (2015);Basilicata;cheFare 3 (2015);Associazione;BENI_CUL, CIBO, CINEMA, COMMUNIT, CROWDFUN, DANZA, EVENTI, FUNDRAIS, INFANZIA, LINGUE_S, MUSICA, SOCIALNE, TEATRO, TURISMO
158-cheFare 3 (2015);Piemonte e Valle dAosta;cheFare 3 (2015);Fondazione;CROWDFUN, FUNDRAIS
159-cheFare 3 (2015);Piemonte e Valle dAosta;cheFare 3 (2015);Associazione;COMMUNIT, CROWDFUN, INTEG_SO
160-cheFare 3 (2015);Lombardia;cheFare 3 (2015);Società cooperativa;BENI_CUL, CIBO, DIDATTIC
161-cheFare 3 (2015);Lazio;cheFare 3 (2015);S.r.l.;FORMAZIO
162-cheFare 3 (2015);Lazio;cheFare 3 (2015);Associazione culturale;EDITORIA, FESTIVAL, LETTERAT
163-cheFare 3 (2015);Veneto;cheFare 3 (2015);Associazione di Promozione Sociale/Consorzio di cooperative sociali;COMMUNIT, EVENTI, INTEG_SO
164-cheFare 3 (2015);Veneto;cheFare 3 (2015);società cooperativa a r.l.;BIBLIOTE, DIDATTIC, LETTERAT
165-cheFare 3 (2015);Lombardia;cheFare 3 (2015);Associazione;DIDATTIC, EDITORIA, LETTERAT
166-cheFare 3 (2015);Veneto;cheFare 3 (2015);Associazione culturale;TURISMO, ALTRO
167-cheFare 3 (2015);Piemonte e Valle dAosta;cheFare 3 (2015);Società cooperativa;APP_SOFT
168-cheFare 3 (2015);Toscana;cheFare 3 (2015);Associazione;FORMAZIO, PSICOLOG
169-cheFare 3 (2015);Toscana;cheFare 3 (2015);Associazione culturale;DIDATTIC, INTEG_SO, MUSICA
170-cheFare 3 (2015);Campania;cheFare 3 (2015);Associazione di Promozione Sociale/Consorzio di cooperative sociali;APP_SOFT, BENI_CUL, TURISMO
171-cheFare 3 (2015);Lazio;cheFare 3 (2015);Associazione;CIBO, CINEMA, COMMUNIT, EDITORIA, ENOGASTR, EVENTI, INTEG_SO, LETTERAT, MUSICA, SPORT
172-cheFare 3 (2015);Toscana;cheFare 3 (2015);Associazione;INTEG_SO, PERF_ART, WEB
173-cheFare 3 (2015);Trentino Alto Adige;cheFare 3 (2015);S.r.l.;BENI_CUL, TURISMO
174-cheFare 3 (2015);Non rilevabile;cheFare 3 (2015);Fondazione;APP_SOFT, COMMUNIT, ALTRO
175-cheFare 3 (2015);Toscana;cheFare 3 (2015);Associazione culturale;BENI_CUL, COMMUNIT, DIDATTIC
176-cheFare 3 (2015);Lombardia;cheFare 3 (2015);Associazione culturale;COMMUNIT, EDITORIA, INTEG_SO
177-cheFare 3 (2015);Lazio;cheFare 3 (2015);S.r.l.;EVENTI, TURISMO
178-cheFare 3 (2015);Abruzzo e Molise;cheFare 3 (2015);Associazione culturale;DANZA, INTEG_SO, TEATRO
179-cheFare 3 (2015);Marche;cheFare 3 (2015);Associazione di Promozione Sociale/Consorzio di cooperative sociali;EVENTI, INTEG_SO, TURISMO
180-cheFare 3 (2015);Non rilevabile;cheFare 3 (2015);Società cooperativa;INTEG_SO, OPENDATA, TURISMO
181-cheFare 3 (2015);Piemonte e Valle dAosta;cheFare 3 (2015);Associazione culturale;DESIGN, FORMAZIO, ALTRO
182-cheFare 3 (2015);Lombardia;cheFare 3 (2015);Associazione;CINEMA, INTEG_SO, PSICOLOG
183-cheFare 3 (2015);Sicilia;cheFare 3 (2015);società cooperativa a r.l.;BENI_CUL, ENOGASTR, TEATRO
184-cheFare 3 (2015);Veneto;cheFare 3 (2015);Associazione culturale;DIDATTIC, INTEG_SO, MUSEI
185-cheFare 3 (2015);Lazio;cheFare 3 (2015);società cooperativa a r.l.;AGRICOLT, DIDATTIC, TEATRO
186-cheFare 3 (2015);Puglia;cheFare 3 (2015);Associazione di Promozione Sociale/Consorzio di cooperative sociali;SOCIALNE, TURISMO
187-cheFare 3 (2015);Lombardia;cheFare 3 (2015);Altro tipo di organizzazione;APP_SOFT, BENI_CUL, TURISMO
188-cheFare 3 (2015);Trentino Alto Adige;cheFare 3 (2015);Associazione culturale;EVENTI, MUSICA, ALTRO
189-cheFare 3 (2015);Lombardia;cheFare 3 (2015);Associazione di Promozione Sociale/Consorzio di cooperative sociali;FORMAZIO, TURISMO, ALTRO
190-cheFare 3 (2015);Trentino Alto Adige;cheFare 3 (2015);Associazione culturale;DANZA, PERF_ART, TEATRO
191-cheFare 3 (2015);Lombardia;cheFare 3 (2015);S.a.s.;COMMUNIT, EVENTI, ALTRO
192-cheFare 3 (2015);Puglia;cheFare 3 (2015);Associazione culturale;DANZA, FESTIVAL, MUSICA
193-cheFare 3 (2015);Sicilia;cheFare 3 (2015);Associazione;COMMUNIT, CROWDFUN, ALTRO
194-cheFare 3 (2015);Emilia Romagna;cheFare 3 (2015);S.r.l.;BENI_CUL, DIDATTIC, TURISMO
195-cheFare 3 (2015);Sardegna;cheFare 3 (2015);Altro tipo di organizzazione;ARCHITET, BENI_CUL
196-cheFare 3 (2015);Puglia;cheFare 3 (2015);Associazione;PERF_ART, TEATRO
