ID;ID_PROG;PROV;TEAM;EDIZIONE;Ambito;AGIURID
212-1;212;Brescia;3;iC3;ARCH_BIB, AUDIOVIS, EDUCAZ, RIC_FORM; 
212-2;212;Non rilevabile; ;iC3;; 
212-3;212;Non rilevabile; ;iC3;; 
212-4;212;Non rilevabile; ;iC3;; 
213-1;213;Milano;3;iC3;ARTI_VIS, PATRIMON, FRUIZ, PROMOZ; 
213-2;213;Non rilevabile; ;iC3;; 
213-3;213;Non rilevabile; ;iC3;; 
213-4;213;Non rilevabile; ;iC3;; 
214-1;214;Altra provincia italiana;3;iC3;ARCH_BIB, PATRIMON, CONSERV, FRUIZ; 
214-2;214;Non rilevabile; ;iC3;; 
214-3;214;Non rilevabile; ;iC3;; 
214-4;214;Non rilevabile; ;iC3;; 
215-1;215;Altra provincia italiana;1;iC3;ARCH_BIB, EDUCAZ, PARTECIP; 
215-2;215;Non rilevabile; ;iC3;; 
216-1;216;Varese;5;iC3;ARTI_VIS, SPETTAC, PARTECIP, PROMOZ; 
216-2;216;Non rilevabile; ;iC3;; 
216-3;216;Non rilevabile; ;iC3;; 
216-4;216;Non rilevabile; ;iC3;; 
216-5;216;Non rilevabile; ;iC3;; 
216-6;216;Non rilevabile; ;iC3;; 
217-1;217;Milano;2;iC3;AM_ALTRO, PROMOZ; 
217-2;217;Non rilevabile; ;iC3;; 
217-3;217;Non rilevabile; ;iC3;; 
218-1;218;Pavia;4;iC3;AUDIOVIS, SPETTAC, FRUIZ, PROMOZ; 
218-2;218;Non rilevabile; ;iC3;; 
218-3;218;Non rilevabile; ;iC3;; 
218-4;218;Non rilevabile; ;iC3;; 
218-5;218;Non rilevabile; ;iC3;; 
219-1;219;Altra provincia italiana;1;iC3;ARCHITET, ARTI_VIS, FRUIZ, PROMOZ; 
219-2;219;Non rilevabile; ;iC3;; 
220-1;220;Cremona;2;iC3;PATRIMON, AM_ALTRO, EDUCAZ, FRUIZ; 
220-2;220;Non rilevabile; ;iC3;; 
220-3;220;Non rilevabile; ;iC3;; 
221-1;221;Altra provincia italiana;4;iC3;EDITORIA, PATRIMON, FRUIZ, PROMOZ; 
221-2;221;Non rilevabile; ;iC3;; 
221-3;221;Non rilevabile; ;iC3;; 
221-4;221;Non rilevabile; ;iC3;; 
221-5;221;Non rilevabile; ;iC3;; 
222-1;222;Milano;4;iC3;ARTIGIAN, PATRIMON, FRUIZ, PARTECIP; 
222-2;222;Non rilevabile; ;iC3;; 
222-3;222;Non rilevabile; ;iC3;; 
222-4;222;Non rilevabile; ;iC3;; 
222-5;222;Non rilevabile; ;iC3;; 
223-1;223;Milano;1;iC3;AUDIOVIS, SPETTAC, PARTECIP, PRODUZ; 
223-2;223;Non rilevabile; ;iC3;; 
224-1;224;Altra provincia italiana;1;iC3;ARCH_BIB, EDITORIA, FRUIZ, RIC_FORM; 
224-2;224;Non rilevabile; ;iC3;; 
225-1;225;Altra provincia italiana;5;iC3;ARTI_VIS, DESIGN, EDUCAZ, RIC_FORM; 
225-2;225;Non rilevabile; ;iC3;; 
225-3;225;Non rilevabile; ;iC3;; 
225-4;225;Non rilevabile; ;iC3;; 
225-5;225;Non rilevabile; ;iC3;; 
225-6;225;Non rilevabile; ;iC3;; 
226-1;226;Altra provincia italiana;3;iC3;PATRIMON, SPETTAC, DIST_COM, PROMOZ; 
226-2;226;Non rilevabile; ;iC3;; 
226-3;226;Non rilevabile; ;iC3;; 
226-4;226;Non rilevabile; ;iC3;; 
227-1;227;Altra provincia italiana;2;iC3;ARCH_BIB, DESIGN, EDUCAZ, PARTECIP; 
227-2;227;Non rilevabile; ;iC3;; 
227-3;227;Non rilevabile; ;iC3;; 
228-1;228;Altra provincia italiana;2;iC3;PATRIMON, SPETTAC, PARTECIP, PROMOZ; 
228-2;228;Non rilevabile; ;iC3;; 
228-3;228;Non rilevabile; ;iC3;; 
229-1;229;Altra provincia italiana;1;iC3;EDITORIA, PATRIMON, EDUCAZ, PARTECIP; 
229-2;229;Non rilevabile; ;iC3;; 
230-1;230;Altra provincia italiana;1;iC3;ARTI_VIS, DIST_COM, PRODUZ; 
230-2;230;Non rilevabile; ;iC3;; 
231-1;231;Milano;1;iC3;SPETTAC, AM_ALTRO, FRUIZ, PARTECIP; 
231-2;231;Non rilevabile; ;iC3;; 
232-1;232;Milano;5;iC3;AUDIOVIS, SPETTAC, EDUCAZ, PROMOZ; 
232-2;232;Non rilevabile; ;iC3;; 
232-3;232;Non rilevabile; ;iC3;; 
232-4;232;Non rilevabile; ;iC3;; 
232-5;232;Non rilevabile; ;iC3;; 
232-6;232;Non rilevabile; ;iC3;; 
233-1;233;Cremona;1;iC3;PATRIMON, AM_ALTRO, DIST_COM, FRUIZ; 
233-2;233;Non rilevabile; ;iC3;; 
234-1;234;Milano;2;iC3;ARTI_VIS, EDUCAZ; 
234-2;234;Non rilevabile; ;iC3;; 
234-3;234;Non rilevabile; ;iC3;; 
235-1;235;Milano;3;iC3;ARTI_VIS, PATRIMON, FRUIZ, PROMOZ; 
235-2;235;Non rilevabile; ;iC3;; 
235-3;235;Non rilevabile; ;iC3;; 
235-4;235;Non rilevabile; ;iC3;; 
236-1;236;Altra provincia italiana;1;iC3;ARTI_VIS, PATRIMON, FRUIZ, PROMOZ; 
236-2;236;Non rilevabile; ;iC3;; 
237-1;237;Varese;4;iC3;ARTIGIAN, DESIGN, PARTECIP; 
237-2;237;Non rilevabile; ;iC3;; 
237-3;237;Non rilevabile; ;iC3;; 
237-4;237;Non rilevabile; ;iC3;; 
237-5;237;Non rilevabile; ;iC3;; 
238-1;238;Milano;1;iC3;DESIGN, EDITORIA, EDUCAZ, RIC_FORM; 
238-2;238;Non rilevabile; ;iC3;; 
239-1;239;Altra provincia italiana;1;iC3;PATRIMON, AM_ALTRO, FRUIZ, PROMOZ; 
239-2;239;Non rilevabile; ;iC3;; 
240-1;240;Monza e della Brianza;1;iC3;ARCHITET, PATRIMON, FRUIZ, PROMOZ; 
240-2;240;Non rilevabile; ;iC3;; 
241-1;241;Altra provincia italiana;5;iC3;ARTI_VIS, SPETTAC, PARTECIP, RIC_FORM; 
241-2;241;Non rilevabile; ;iC3;; 
241-3;241;Non rilevabile; ;iC3;; 
241-4;241;Non rilevabile; ;iC3;; 
241-5;241;Non rilevabile; ;iC3;; 
241-6;241;Non rilevabile; ;iC3;; 
242-1;242;Milano;1;iC3;AM_ALTRO, FRUIZ, PARTECIP; 
242-2;242;Non rilevabile; ;iC3;; 
243-1;243;Milano;2;iC3;AUDIOVIS, EDITORIA, EDUCAZ, PARTECIP; 
243-2;243;Non rilevabile; ;iC3;; 
243-3;243;Non rilevabile; ;iC3;; 
244-1;244;Altra provincia italiana;3;iC3;ARTIGIAN, PATRIMON, EDUCAZ, RIC_FORM; 
244-2;244;Non rilevabile; ;iC3;; 
244-3;244;Non rilevabile; ;iC3;; 
244-4;244;Non rilevabile; ;iC3;; 
245-1;245;Milano;4;iC3;ARTIGIAN, PATRIMON, DIST_COM, PARTECIP; 
245-2;245;Non rilevabile; ;iC3;; 
245-3;245;Non rilevabile; ;iC3;; 
245-4;245;Non rilevabile; ;iC3;; 
245-5;245;Non rilevabile; ;iC3;; 
246-1;246;Altra provincia italiana;4;iC3;AUDIOVIS, AM_ALTRO, PARTECIP, PROMOZ; 
246-2;246;Non rilevabile; ;iC3;; 
246-3;246;Non rilevabile; ;iC3;; 
246-4;246;Non rilevabile; ;iC3;; 
246-5;246;Non rilevabile; ;iC3;; 
247-1;247;Milano;1;iC3;AUDIOVIS, SPETTAC, EDUCAZ, PROMOZ; 
247-2;247;Non rilevabile; ;iC3;; 
248-1;248;Milano;4;iC3;AUDIOVIS, PATRIMON, EDUCAZ, PROMOZ; 
248-2;248;Non rilevabile; ;iC3;; 
248-3;248;Non rilevabile; ;iC3;; 
248-4;248;Non rilevabile; ;iC3;; 
248-5;248;Non rilevabile; ;iC3;; 
249-1;249;Milano;2;iC3;ARTI_VIS, PATRIMON, EDUCAZ, PROMOZ; 
249-2;249;Non rilevabile; ;iC3;; 
249-3;249;Non rilevabile; ;iC3;; 
250-1;250;Milano;1;iC3;AM_ALTRO, EDUCAZ, RIC_FORM; 
250-2;250;Non rilevabile; ;iC3;; 
251-1;251;Altra provincia italiana;3;iC3;AUDIOVIS, SPETTAC, PARTECIP, PRODUZ; 
251-2;251;Non rilevabile; ;iC3;; 
251-3;251;Non rilevabile; ;iC3;; 
251-4;251;Non rilevabile; ;iC3;; 
252-1;252;Milano;1;iC3;SPETTAC, AM_ALTRO, PRODUZ, RIC_FORM; 
252-2;252;Non rilevabile; ;iC3;; 
253-1;253;Altra provincia italiana;2;iC3;ARTI_VIS, EDITORIA, FRUIZ, PROMOZ; 
253-2;253;Non rilevabile; ;iC3;; 
253-3;253;Non rilevabile; ;iC3;; 
254-1;254;Milano;2;iC3;ARTI_VIS, EDITORIA, FRUIZ, PROMOZ; 
254-2;254;Non rilevabile; ;iC3;; 
254-3;254;Non rilevabile; ;iC3;; 
