ID;ID_PROG;PROV;TEAM;EDIZIONE;Ambito;AGIURID
235-4;235;Non rilevabile; ;iC1;; 
235-5;235;Non rilevabile; ;iC1;; 
236-1;236;Milano;2;iC1;;For Profit
236-2;236;Non rilevabile; ;iC1;; 
236-3;236;Non rilevabile; ;iC1;; 
237-1;237;Altra provincia lombarda;4;iC1;;Non rilevabile
237-2;237;Non rilevabile; ;iC1;; 
237-3;237;Non rilevabile; ;iC1;; 
237-4;237;Non rilevabile; ;iC1;; 
237-5;237;Non rilevabile; ;iC1;; 
238-1;238;Lecco;Non applicabile;iC1;;No Profit
239-1;239;Milano;Non applicabile;iC1;;No Profit
240-1;240;Bergamo;Non rilevabile;iC1;;No Profit
241-1;241;Milano;1;iC1;;Non rilevabile
241-2;241;Non rilevabile; ;iC1;; 
242-1;242;Brescia;Non applicabile;iC1;;No Profit
243-1;243;Pavia;Non applicabile;iC1;;For Profit
244-1;244;Milano;3;iC1;;No Profit
244-2;244;Non rilevabile; ;iC1;; 
244-3;244;Non rilevabile; ;iC1;; 
244-4;244;Non rilevabile; ;iC1;; 
245-1;245;Milano;Non applicabile;iC1;;For Profit
246-1;246;Pavia;Non applicabile;iC1;;No Profit
247-1;247;Milano;1;iC1;;Non rilevabile
247-2;247;Non rilevabile; ;iC1;; 
248-1;248;Brescia;3;iC1;;No Profit
248-2;248;Non rilevabile; ;iC1;; 
248-3;248;Non rilevabile; ;iC1;; 
248-4;248;Non rilevabile; ;iC1;; 
249-1;249;Varese;Non applicabile;iC1;;No Profit
250-1;250;Bergamo;Non applicabile;iC1;;For Profit
251-1;251;Mantova;Non applicabile;iC1;;Non rilevabile
252-1;252;Milano;Non applicabile;iC1;;No Profit
253-1;253;Bergamo;Non applicabile;iC1;;For Profit
254-1;254;Monza e della Brianza;1;iC1;;No Profit
254-2;254;Non rilevabile; ;iC1;; 
255-1;255;Milano;Non applicabile;iC1;;No Profit
256-1;256;Lecco;Non applicabile;iC1;;No Profit
257-1;257;Cremona;10;iC1;;Non rilevabile
257-2;257;Non rilevabile; ;iC1;; 
257-3;257;Non rilevabile; ;iC1;; 
257-4;257;Non rilevabile; ;iC1;; 
257-5;257;Non rilevabile; ;iC1;; 
257-6;257;Non rilevabile; ;iC1;; 
257-7;257;Non rilevabile; ;iC1;; 
257-8;257;Non rilevabile; ;iC1;; 
257-9;257;Non rilevabile; ;iC1;; 
257-10;257;Non rilevabile; ;iC1;; 
257-11;257;Non rilevabile; ;iC1;; 
258-1;258;Altra provincia italiana;2;iC1;;Non rilevabile
258-2;258;Non rilevabile; ;iC1;; 
258-3;258;Non rilevabile; ;iC1;; 
259-1;259;Milano;1;iC1;;Non rilevabile
259-2;259;Non rilevabile; ;iC1;; 
260-1;260;Monza e della Brianza;Non rilevabile;iC1;;No Profit
261-1;261;Milano;Non applicabile;iC1;;No Profit
262-1;262;Milano;Non rilevabile;iC1;;For Profit
263-1;263;Milano;Non applicabile;iC1;;Non rilevabile
264-1;264;Altra provincia italiana;1;iC1;;No Profit
264-2;264;Non rilevabile; ;iC1;; 
265-1;265;Brescia;Non applicabile;iC1;;No Profit
266-1;266;Brescia;Non applicabile;iC1;;No Profit
267-1;267;Monza e della Brianza;Non applicabile;iC1;;No Profit
268-1;268;Milano;2;iC1;;Non rilevabile
268-2;268;Non rilevabile; ;iC1;; 
268-3;268;Non rilevabile; ;iC1;; 
269-1;269;Como;3;iC1;;No Profit
269-2;269;Non rilevabile; ;iC1;; 
269-3;269;Non rilevabile; ;iC1;; 
269-4;269;Non rilevabile; ;iC1;; 
270-1;270;Brescia;2;iC1;;For Profit
270-2;270;Non rilevabile; ;iC1;; 
270-3;270;Non rilevabile; ;iC1;; 
271-1;271;Brescia;2;iC1;;Non rilevabile
271-2;271;Non rilevabile; ;iC1;; 
271-3;271;Non rilevabile; ;iC1;; 
272-1;272;Milano;Non applicabile;iC1;;For Profit
273-1;273;Monza e della Brianza;3;iC1;;No Profit
273-2;273;Non rilevabile; ;iC1;; 
273-3;273;Non rilevabile; ;iC1;; 
273-4;273;Non rilevabile; ;iC1;; 
274-1;274;Milano;1;iC1;;For Profit
274-2;274;Non rilevabile; ;iC1;; 
275-1;275;Pavia;Non applicabile;iC1;;No Profit
276-1;276;Pavia;2;iC1;;No Profit
276-2;276;Non rilevabile; ;iC1;; 
276-3;276;Non rilevabile; ;iC1;; 
277-1;277;Brescia;1;iC1;;Non rilevabile
277-2;277;Non rilevabile; ;iC1;; 
278-1;278;Mantova;3;iC1;;No Profit
278-2;278;Non rilevabile; ;iC1;; 
278-3;278;Non rilevabile; ;iC1;; 
278-4;278;Non rilevabile; ;iC1;; 
279-1;279;Milano;1;iC1;;For Profit
279-2;279;Non rilevabile; ;iC1;; 
280-1;280;Altra provincia lombarda;Non applicabile;iC1;;No Profit
281-1;281;Milano;1;iC1;;Non rilevabile
281-2;281;Non rilevabile; ;iC1;; 
282-1;282;Brescia;6;iC1;;No Profit
282-2;282;Non rilevabile; ;iC1;; 
282-3;282;Non rilevabile; ;iC1;; 
282-4;282;Non rilevabile; ;iC1;; 
282-5;282;Non rilevabile; ;iC1;; 
282-6;282;Non rilevabile; ;iC1;; 
282-7;282;Non rilevabile; ;iC1;; 
283-1;283;Pavia;Non applicabile;iC1;;Non rilevabile
284-1;284;Milano;Non applicabile;iC1;;For Profit
285-1;285;Brescia;Non applicabile;iC1;;Non rilevabile
286-1;286;Milano;Non applicabile;iC1;;No Profit
287-1;287;Milano;Non applicabile;iC1;;No Profit
288-1;288;Milano;2;iC1;;No Profit
288-2;288;Non rilevabile; ;iC1;; 
288-3;288;Non rilevabile; ;iC1;; 
289-1;289;Milano;Non applicabile;iC1;;No Profit
290-1;290;Bergamo;1;iC1;;No Profit
290-2;290;Non rilevabile; ;iC1;; 
291-1;291;Altra provincia lombarda;Non applicabile;iC1;;Non rilevabile
292-1;292;Milano;Non applicabile;iC1;;Non rilevabile
293-1;293;Monza e della Brianza;Non applicabile;iC1;;No Profit
294-1;294;Brescia;1;iC1;;Non rilevabile
294-2;294;Non rilevabile; ;iC1;; 
295-1;295;Mantova;1;iC1;;No Profit
295-2;295;Non rilevabile; ;iC1;; 
296-1;296;Milano;Non applicabile;iC1;;No Profit
297-1;297;Mantova;5;iC1;;No Profit
297-2;297;Non rilevabile; ;iC1;; 
297-3;297;Non rilevabile; ;iC1;; 
297-4;297;Non rilevabile; ;iC1;; 
297-5;297;Non rilevabile; ;iC1;; 
297-6;297;Non rilevabile; ;iC1;; 
298-1;298;Monza e della Brianza;Non applicabile;iC1;;Non rilevabile
299-1;299;Non rilevabile;Non applicabile;iC1;;No Profit
300-1;300;Monza e della Brianza;1;iC1;;No Profit
300-2;300;Non rilevabile; ;iC1;; 
301-1;301;Monza e della Brianza;Non applicabile;iC1;;No Profit
302-1;302;Altra provincia italiana;5;iC1;;No Profit
302-2;302;Non rilevabile; ;iC1;; 
302-3;302;Non rilevabile; ;iC1;; 
302-4;302;Non rilevabile; ;iC1;; 
302-5;302;Non rilevabile; ;iC1;; 
302-6;302;Non rilevabile; ;iC1;; 
303-1;303;Milano;Non applicabile;iC1;;No Profit
304-1;304;Como;Non applicabile;iC1;;No Profit
305-1;305;Como;7;iC1;;For Profit
305-2;305;Non rilevabile; ;iC1;; 
305-3;305;Non rilevabile; ;iC1;; 
305-4;305;Non rilevabile; ;iC1;; 
305-5;305;Non rilevabile; ;iC1;; 
305-6;305;Non rilevabile; ;iC1;; 
305-7;305;Non rilevabile; ;iC1;; 
305-8;305;Non rilevabile; ;iC1;; 
306-1;306;Pavia;Non rilevabile;iC1;;No Profit
307-1;307;Altra provincia lombarda;Non applicabile;iC1;;Non rilevabile
308-1;308;Milano;3;iC1;;No Profit
308-2;308;Non rilevabile; ;iC1;; 
308-3;308;Non rilevabile; ;iC1;; 
308-4;308;Non rilevabile; ;iC1;; 
309-1;309;Mantova;2;iC1;;No Profit
309-2;309;Non rilevabile; ;iC1;; 
309-3;309;Non rilevabile; ;iC1;; 
310-1;310;Milano;2;iC1;;No Profit
310-2;310;Non rilevabile; ;iC1;; 
310-3;310;Non rilevabile; ;iC1;; 
311-1;311;Pavia;Non applicabile;iC1;;No Profit
312-1;312;Altra provincia italiana;Non applicabile;iC1;;Non rilevabile
313-1;313;Milano;Non applicabile;iC1;;For Profit
314-1;314;Milano;Non rilevabile;iC1;;No Profit
315-1;315;Mantova;Non applicabile;iC1;;No Profit
316-1;316;Milano;Non applicabile;iC1;;No Profit
317-1;317;Milano;3;iC1;;Non rilevabile
317-2;317;Non rilevabile; ;iC1;; 
317-3;317;Non rilevabile; ;iC1;; 
317-4;317;Non rilevabile; ;iC1;; 
318-1;318;Milano;Non applicabile;iC1;;No Profit
319-1;319;Milano;Non applicabile;iC1;;No Profit
320-1;320;Milano;1;iC1;;No Profit
320-2;320;Non rilevabile; ;iC1;; 
321-1;321;Mantova;1;iC1;;Non rilevabile
321-2;321;Non rilevabile; ;iC1;; 
322-1;322;Milano;3;iC1;;No Profit
322-2;322;Non rilevabile; ;iC1;; 
322-3;322;Non rilevabile; ;iC1;; 
322-4;322;Non rilevabile; ;iC1;; 
323-1;323;Milano;3;iC1;;For Profit
323-2;323;Non rilevabile; ;iC1;; 
323-3;323;Non rilevabile; ;iC1;; 
323-4;323;Non rilevabile; ;iC1;; 
324-1;324;Milano;Non applicabile;iC1;;No Profit
325-1;325;Bergamo;Non rilevabile;iC1;;No Profit
326-1;326;Mantova;2;iC1;;Non rilevabile
326-2;326;Non rilevabile; ;iC1;; 
326-3;326;Non rilevabile; ;iC1;; 
327-1;327;Milano;Non applicabile;iC1;;Non rilevabile
328-1;328;Monza e della Brianza;Non applicabile;iC1;;No Profit
329-1;329;Monza e della Brianza;Non applicabile;iC1;;No Profit
330-1;330;Monza e della Brianza;1;iC1;;Non rilevabile
330-2;330;Non rilevabile; ;iC1;; 
331-1;331;Milano;1;iC1;;No Profit
331-2;331;Non rilevabile; ;iC1;; 
332-1;332;Milano;Non applicabile;iC1;;No Profit
333-1;333;Milano;4;iC1;;Non rilevabile
333-2;333;Non rilevabile; ;iC1;; 
333-3;333;Non rilevabile; ;iC1;; 
333-4;333;Non rilevabile; ;iC1;; 
333-5;333;Non rilevabile; ;iC1;; 
334-1;334;Milano;2;iC1;;Non rilevabile
334-2;334;Non rilevabile; ;iC1;; 
334-3;334;Non rilevabile; ;iC1;; 
335-1;335;Milano;1;iC1;;Non rilevabile
335-2;335;Non rilevabile; ;iC1;; 
336-1;336;Bergamo;Non applicabile;iC1;;No Profit
337-1;337;Varese;Non rilevabile;iC1;;No Profit
338-1;338;Milano;Non applicabile;iC1;;No Profit
339-1;339;Milano;Non applicabile;iC1;;No Profit
340-1;340;Milano;Non applicabile;iC1;;Non rilevabile
341-1;341;Milano;Non applicabile;iC1;;Non rilevabile
342-1;342;Milano;4;iC1;;No Profit
342-2;342;Non rilevabile; ;iC1;; 
342-3;342;Non rilevabile; ;iC1;; 
342-4;342;Non rilevabile; ;iC1;; 
342-5;342;Non rilevabile; ;iC1;; 
343-1;343;Milano;Non applicabile;iC1;;Non rilevabile
344-1;344;Brescia;3;iC1;;Non rilevabile
344-2;344;Non rilevabile; ;iC1;; 
344-3;344;Non rilevabile; ;iC1;; 
344-4;344;Non rilevabile; ;iC1;; 
345-1;345;Milano;1;iC1;;Non rilevabile
345-2;345;Non rilevabile; ;iC1;; 
346-1;346;Lecco;1;iC1;;No Profit
346-2;346;Non rilevabile; ;iC1;; 
347-1;347;Milano;5;iC1;;No Profit
347-2;347;Non rilevabile; ;iC1;; 
347-3;347;Non rilevabile; ;iC1;; 
347-4;347;Non rilevabile; ;iC1;; 
347-5;347;Non rilevabile; ;iC1;; 
347-6;347;Non rilevabile; ;iC1;; 
348-1;348;Milano;3;iC1;;No Profit
348-2;348;Non rilevabile; ;iC1;; 
348-3;348;Non rilevabile; ;iC1;; 
348-4;348;Non rilevabile; ;iC1;; 
349-1;349;Milano;4;iC1;;No Profit
349-2;349;Non rilevabile; ;iC1;; 
349-3;349;Non rilevabile; ;iC1;; 
349-4;349;Non rilevabile; ;iC1;; 
349-5;349;Non rilevabile; ;iC1;; 
350-1;350;Altra provincia italiana;Non applicabile;iC1;;No Profit
351-1;351;Monza e della Brianza;Non applicabile;iC1;;Non rilevabile
352-1;352;Milano;5;iC1;;No Profit
352-2;352;Non rilevabile; ;iC1;; 
352-3;352;Non rilevabile; ;iC1;; 
352-4;352;Non rilevabile; ;iC1;; 
352-5;352;Non rilevabile; ;iC1;; 
352-6;352;Non rilevabile; ;iC1;; 
353-1;353;Cremona;Non applicabile;iC1;;No Profit
354-1;354;Brescia;Non applicabile;iC1;;Non rilevabile
355-1;355;Milano;Non applicabile;iC1;;No Profit
356-1;356;Altra provincia italiana;1;iC1;;No Profit
356-2;356;Non rilevabile; ;iC1;; 
357-1;357;Altra provincia lombarda;Non applicabile;iC1;;Non rilevabile
358-1;358;Milano;Non applicabile;iC1;;No Profit
359-1;359;Pavia;Non rilevabile;iC1;;No Profit
360-1;360;Milano;1;iC1;;No Profit
360-2;360;Non rilevabile; ;iC1;; 
361-1;361;Milano;Non applicabile;iC1;;No Profit
362-1;362;Varese;3;iC1;;No Profit
362-2;362;Non rilevabile; ;iC1;; 
362-3;362;Non rilevabile; ;iC1;; 
362-4;362;Non rilevabile; ;iC1;; 
363-1;363;Milano;1;iC1;;No Profit
363-2;363;Non rilevabile; ;iC1;; 
364-1;364;Como;2;iC1;;Non rilevabile
364-2;364;Non rilevabile; ;iC1;; 
364-3;364;Non rilevabile; ;iC1;; 
365-1;365;Mantova;3;iC1;;No Profit
365-2;365;Non rilevabile; ;iC1;; 
365-3;365;Non rilevabile; ;iC1;; 
365-4;365;Non rilevabile; ;iC1;; 
366-1;366;Pavia;1;iC1;;Non rilevabile
366-2;366;Non rilevabile; ;iC1;; 
367-1;367;Milano;Non applicabile;iC1;;No Profit
368-1;368;Lecco;Non rilevabile;iC1;;No Profit
369-1;369;Altra provincia lombarda;Non applicabile;iC1;;Non rilevabile
370-1;370;Brescia;Non rilevabile;iC1;;Non rilevabile
371-1;371;Milano;2;iC1;;Non rilevabile
371-2;371;Non rilevabile; ;iC1;; 
371-3;371;Non rilevabile; ;iC1;; 
372-1;372;Mantova;4;iC1;;For Profit
372-2;372;Non rilevabile; ;iC1;; 
372-3;372;Non rilevabile; ;iC1;; 
372-4;372;Non rilevabile; ;iC1;; 
372-5;372;Non rilevabile; ;iC1;; 
373-1;373;Bergamo;Non rilevabile;iC1;;Non rilevabile
374-1;374;Bergamo;Non applicabile;iC1;;Non rilevabile
375-1;375;Milano;1;iC1;;Non rilevabile
375-2;375;Non rilevabile; ;iC1;; 
376-1;376;Milano;Non applicabile;iC1;;No Profit
377-1;377;Milano;Non applicabile;iC1;;For Profit
378-1;378;Milano;3;iC1;;No Profit
378-2;378;Non rilevabile; ;iC1;; 
378-3;378;Non rilevabile; ;iC1;; 
378-4;378;Non rilevabile; ;iC1;; 
379-1;379;Milano;1;iC1;;No Profit
379-2;379;Non rilevabile; ;iC1;; 
380-1;380;Bergamo;Non rilevabile;iC1;;No Profit
381-1;381;Bergamo;Non applicabile;iC1;;Non rilevabile
382-1;382;Milano;Non applicabile;iC1;;No Profit
383-1;383;Mantova;2;iC1;;No Profit
383-2;383;Non rilevabile; ;iC1;; 
383-3;383;Non rilevabile; ;iC1;; 
384-1;384;Milano;3;iC1;;For Profit
384-2;384;Non rilevabile; ;iC1;; 
384-3;384;Non rilevabile; ;iC1;; 
384-4;384;Non rilevabile; ;iC1;; 
385-1;385;Monza e della Brianza;Non applicabile;iC1;;No Profit
386-1;386;Milano;Non applicabile;iC1;;Non rilevabile
387-1;387;Milano;4;iC1;;Non rilevabile
387-2;387;Non rilevabile; ;iC1;; 
387-3;387;Non rilevabile; ;iC1;; 
387-4;387;Non rilevabile; ;iC1;; 
387-5;387;Non rilevabile; ;iC1;; 
388-1;388;Milano;Non applicabile;iC1;;No Profit
389-1;389;Mantova;Non rilevabile;iC1;;Non rilevabile
390-1;390;Milano;Non applicabile;iC1;;No Profit
391-1;391;Altra provincia lombarda;3;iC1;;No Profit
391-2;391;Non rilevabile; ;iC1;; 
391-3;391;Non rilevabile; ;iC1;; 
391-4;391;Non rilevabile; ;iC1;; 
392-1;392;Milano;3;iC1;;Non rilevabile
392-2;392;Non rilevabile; ;iC1;; 
392-3;392;Non rilevabile; ;iC1;; 
392-4;392;Non rilevabile; ;iC1;; 
393-1;393;Cremona;Non applicabile;iC1;;Non rilevabile
394-1;394;Milano;Non applicabile;iC1;;Non rilevabile
395-1;395;Como;Non applicabile;iC1;;No Profit
396-1;396;Milano;Non rilevabile;iC1;;For Profit
397-1;397;Milano;3;iC1;;No Profit
397-2;397;Non rilevabile; ;iC1;; 
397-3;397;Non rilevabile; ;iC1;; 
397-4;397;Non rilevabile; ;iC1;; 
398-1;398;Altra provincia italiana;5;iC1;;No Profit
398-2;398;Non rilevabile; ;iC1;; 
398-3;398;Non rilevabile; ;iC1;; 
398-4;398;Non rilevabile; ;iC1;; 
398-5;398;Non rilevabile; ;iC1;; 
398-6;398;Non rilevabile; ;iC1;; 
399-1;399;Milano;2;iC1;;For Profit
399-2;399;Non rilevabile; ;iC1;; 
399-3;399;Non rilevabile; ;iC1;; 
400-1;400;Milano;2;iC1;;No Profit
400-2;400;Non rilevabile; ;iC1;; 
400-3;400;Non rilevabile; ;iC1;; 
401-1;401;Milano;Non applicabile;iC1;;Non rilevabile
402-1;402;Milano;1;iC1;;No Profit
402-2;402;Non rilevabile; ;iC1;; 
403-1;403;Milano;Non applicabile;iC1;;No Profit
404-1;404;Bergamo;1;iC1;;No Profit
404-2;404;Non rilevabile; ;iC1;; 
405-1;405;Cremona;Non applicabile;iC1;;No Profit
406-1;406;Cremona;3;iC1;;Non rilevabile
406-2;406;Non rilevabile; ;iC1;; 
406-3;406;Non rilevabile; ;iC1;; 
406-4;406;Non rilevabile; ;iC1;; 
407-1;407;Pavia;Non rilevabile;iC1;;For Profit
408-1;408;Milano;Non applicabile;iC1;;No Profit
409-1;409;Mantova;Non applicabile;iC1;;No Profit
410-1;410;Milano;Non rilevabile;iC1;;For Profit
411-1;411;Milano;Non applicabile;iC1;;No Profit
412-1;412;Milano;1;iC1;;No Profit
412-2;412;Non rilevabile; ;iC1;; 
413-1;413;Monza e della Brianza;Non applicabile;iC1;;No Profit
414-1;414;Como;2;iC1;;No Profit
414-2;414;Non rilevabile; ;iC1;; 
414-3;414;Non rilevabile; ;iC1;; 
415-1;415;Brescia;Non applicabile;iC1;;No Profit
416-1;416;Milano;2;iC1;;For Profit
416-2;416;Non rilevabile; ;iC1;; 
416-3;416;Non rilevabile; ;iC1;; 
417-1;417;Milano;Non applicabile;iC1;;Non rilevabile
418-1;418;Altra provincia italiana;2;iC1;;Non rilevabile
418-2;418;Non rilevabile; ;iC1;; 
418-3;418;Non rilevabile; ;iC1;; 
419-1;419;Brescia;1;iC1;;Non rilevabile
419-2;419;Non rilevabile; ;iC1;; 
420-1;420;Brescia;Non applicabile;iC1;;Non rilevabile
421-1;421;Milano;Non applicabile;iC1;;Non rilevabile
422-1;422;Milano;Non applicabile;iC1;;No Profit
423-1;423;Lecco;2;iC1;;Non rilevabile
423-2;423;Non rilevabile; ;iC1;; 
423-3;423;Non rilevabile; ;iC1;; 
424-1;424;Brescia;Non applicabile;iC1;;Non rilevabile
425-1;425;Milano;Non applicabile;iC1;;No Profit
426-1;426;Varese;Non applicabile;iC1;;No Profit
427-1;427;Monza e della Brianza;Non applicabile;iC1;;Non rilevabile
428-1;428;Milano;3;iC1;;Non rilevabile
428-2;428;Non rilevabile; ;iC1;; 
428-3;428;Non rilevabile; ;iC1;; 
428-4;428;Non rilevabile; ;iC1;; 
429-1;429;Milano;1;iC1;;Non rilevabile
429-2;429;Non rilevabile; ;iC1;; 
430-1;430;Bergamo;Non rilevabile;iC1;;No Profit
431-1;431;Varese;3;iC1;;No Profit
431-2;431;Non rilevabile; ;iC1;; 
431-3;431;Non rilevabile; ;iC1;; 
431-4;431;Non rilevabile; ;iC1;; 
432-1;432;Milano;Non rilevabile;iC1;;Non rilevabile
433-1;433;Pavia;2;iC1;;No Profit
433-2;433;Non rilevabile; ;iC1;; 
433-3;433;Non rilevabile; ;iC1;; 
434-1;434;Pavia;Non applicabile;iC1;;For Profit
435-1;435;Altra provincia italiana;Non applicabile;iC1;;Non rilevabile
436-1;436;Como;1;iC1;;For Profit
436-2;436;Non rilevabile; ;iC1;; 
437-1;437;Milano;Non rilevabile;iC1;;Non rilevabile
438-1;438;Milano;Non applicabile;iC1;;Non rilevabile
439-1;439;Milano;2;iC1;;Non rilevabile
439-2;439;Non rilevabile; ;iC1;; 
439-3;439;Non rilevabile; ;iC1;; 
440-1;440;Monza e della Brianza;2;iC1;;No Profit
440-2;440;Non rilevabile; ;iC1;; 
440-3;440;Non rilevabile; ;iC1;; 
441-1;441;Cremona;4;iC1;;No Profit
441-2;441;Non rilevabile; ;iC1;; 
441-3;441;Non rilevabile; ;iC1;; 
441-4;441;Non rilevabile; ;iC1;; 
441-5;441;Non rilevabile; ;iC1;; 
442-1;442;Como;3;iC1;;No Profit
442-2;442;Non rilevabile; ;iC1;; 
442-3;442;Non rilevabile; ;iC1;; 
442-4;442;Non rilevabile; ;iC1;; 
443-1;443;Pavia;Non rilevabile;iC1;;No Profit
444-1;444;Pavia;Non rilevabile;iC1;;No Profit
445-1;445;Milano;3;iC1;;Non rilevabile
445-2;445;Non rilevabile; ;iC1;; 
445-3;445;Non rilevabile; ;iC1;; 
445-4;445;Non rilevabile; ;iC1;; 
446-1;446;Milano;Non applicabile;iC1;;No Profit
447-1;447;Brescia;2;iC1;;Non rilevabile
447-2;447;Non rilevabile; ;iC1;; 
447-3;447;Non rilevabile; ;iC1;; 
1-1;1;Varese;Non applicabile;iC2;ARTI_VIS, EDITORIA, CONSERV, EDUCAZ; 
2-1;2;Altra provincia italiana;Non applicabile;iC2;ARTI_VIS, PATRIMON, EDUCAZ, PRODUZ; 
3-1;3;Pavia;1;iC2;SPETTAC, PRODUZ; 
3-2;3;Non rilevabile; ;iC2;; 
4-1;4;Milano;5;iC2;ARTI_VIS, PATRIMON, PROMOZ; 
4-2;4;Non rilevabile; ;iC2;; 
4-3;4;Non rilevabile; ;iC2;; 
4-4;4;Non rilevabile; ;iC2;; 
4-5;4;Non rilevabile; ;iC2;; 
4-6;4;Non rilevabile; ;iC2;; 
5-1;5;Milano;Non applicabile;iC2;ARTI_VIS, PATRIMON, FRUIZ;No Profit
6-1;6;Monza e della Brianza;2;iC2;EDITORIA, AM_ALTRO, EDUCAZ, RIC_FORM; 
6-2;6;Non rilevabile; ;iC2;; 
6-3;6;Non rilevabile; ;iC2;; 
7-1;7;Milano;1;iC2;PATRIMON, AM_ALTRO, FRUIZ, PROMOZ; 
7-2;7;Non rilevabile; ;iC2;; 
8-1;8;Pavia;2;iC2;AM_ALTRO, PARTECIP, PROMOZ; 
8-2;8;Non rilevabile; ;iC2;; 
8-3;8;Non rilevabile; ;iC2;; 
9-1;9;Milano;Non applicabile;iC2;ARTI_VIS, PATRIMON, FRUIZ, PROMOZ;For Profit
10-1;10;Milano;3;iC2;PATRIMON, SPETTAC, FUNDRAIS, PARTECIP; 
10-2;10;Non rilevabile; ;iC2;; 
10-3;10;Non rilevabile; ;iC2;; 
10-4;10;Non rilevabile; ;iC2;; 
11-1;11;Brescia;Non applicabile;iC2;ARTIGIAN, DESIGN, DIST_COM, PRODUZ;Non rilevabile
12-1;12;Brescia;1;iC2;SPETTAC, FRUIZ, PROMOZ; 
12-2;12;Non rilevabile; ;iC2;; 
13-1;13;Milano;Non applicabile;iC2;AM_ALTRO, PARTECIP, PROMOZ; 
14-1;14;Milano;2;iC2;PATRIMON, FRUIZ, PARTECIP; 
14-2;14;Non rilevabile; ;iC2;; 
14-3;14;Non rilevabile; ;iC2;; 
15-1;15;Milano;Non applicabile;iC2;AM_ALTRO, EDUCAZ, RIC_FORM;No Profit
16-1;16;Milano;3;iC2;ARTI_VIS, SPETTAC, FRUIZ, PROMOZ; 
16-2;16;Non rilevabile; ;iC2;; 
16-3;16;Non rilevabile; ;iC2;; 
16-4;16;Non rilevabile; ;iC2;; 
17-1;17;Mantova;Non applicabile;iC2;ARTIGIAN, EDUCAZ, RIC_FORM;Non rilevabile
18-1;18;Altra provincia italiana;Non applicabile;iC2;EDITORIA, AM_ALTRO, DIST_COM;No Profit
19-1;19;Milano;2;iC2;PATRIMON, SPETTAC, PARTECIP, PROMOZ; 
19-2;19;Non rilevabile; ;iC2;; 
19-3;19;Non rilevabile; ;iC2;; 
20-1;20;Milano;1;iC2;ARTIGIAN, AUDIOVIS, DIST_COM, EDUCAZ; 
20-2;20;Non rilevabile; ;iC2;; 
21-1;21;Mantova;Non applicabile;iC2;ARTIGIAN, PATRIMON, DIST_COM, EDUCAZ; 
22-1;22;Brescia;3;iC2;ARTI_VIS, SPETTAC, EDUCAZ, PROMOZ; 
22-2;22;Non rilevabile; ;iC2;; 
22-3;22;Non rilevabile; ;iC2;; 
22-4;22;Non rilevabile; ;iC2;; 
23-1;23;Brescia;1;iC2;ARTIGIAN, PATRIMON, EDUCAZ, PRODUZ; 
23-2;23;Non rilevabile; ;iC2;; 
24-1;24;Brescia;Non applicabile;iC2;ARTI_VIS, DESIGN, PRODUZ, RIC_FORM; 
25-1;25;Monza e della Brianza;5;iC2;ARTI_VIS, DIST_COM, PROMOZ; 
25-2;25;Non rilevabile; ;iC2;; 
25-3;25;Non rilevabile; ;iC2;; 
25-4;25;Non rilevabile; ;iC2;; 
25-5;25;Non rilevabile; ;iC2;; 
25-6;25;Non rilevabile; ;iC2;; 
26-1;26;Altra provincia italiana;2;iC2;AUDIOVIS, SPETTAC, DIST_COM, PRODUZ; 
26-2;26;Non rilevabile; ;iC2;; 
26-3;26;Non rilevabile; ;iC2;; 
27-1;27;Lecco;1;iC2;ARCH_BIB, PATRIMON, EDUCAZ, FRUIZ; 
27-2;27;Non rilevabile; ;iC2;; 
28-1;28;Milano;Non applicabile;iC2;PATRIMON, SPETTAC, DIST_COM, PROMOZ;For Profit
29-1;29;Milano;Non applicabile;iC2;PATRIMON, SPETTAC, FRUIZ, PROMOZ;No Profit
30-1;30;Milano;3;iC2;PATRIMON, DIST_COM, PROMOZ; 
30-2;30;Non rilevabile; ;iC2;; 
30-3;30;Non rilevabile; ;iC2;; 
30-4;30;Non rilevabile; ;iC2;; 
31-1;31;Milano;1;iC2;PATRIMON, SPETTAC, PRODUZ, PROMOZ; 
31-2;31;Non rilevabile; ;iC2;; 
32-1;32;Milano;1;iC2;ARTI_VIS, SPETTAC, FRUIZ, PARTECIP; 
32-2;32;Non rilevabile; ;iC2;; 
33-1;33;Monza e della Brianza;Non applicabile;iC2;AM_ALTRO, PRODUZ, PROMOZ; 
34-1;34;Milano;3;iC2;ARCHITET, PATRIMON, EDUCAZ, PARTECIP; 
34-2;34;Non rilevabile; ;iC2;; 
34-3;34;Non rilevabile; ;iC2;; 
34-4;34;Non rilevabile; ;iC2;; 
35-1;35;Milano;1;iC2;ARCH_BIB, PATRIMON, FRUIZ, PARTECIP; 
35-2;35;Non rilevabile; ;iC2;; 
36-1;36;Milano;Non applicabile;iC2;PATRIMON, AM_ALTRO, FRUIZ, PRODUZ;For Profit
37-1;37;Milano;4;iC2;ARTI_VIS, AUDIOVIS, EDUCAZ; 
37-2;37;Non rilevabile; ;iC2;; 
37-3;37;Non rilevabile; ;iC2;; 
37-4;37;Non rilevabile; ;iC2;; 
37-5;37;Non rilevabile; ;iC2;; 
38-1;38;Milano;1;iC2;ARCHITET, PATRIMON, CONSERV, FRUIZ; 
