EDIZIONE,ID.PROG,ID.TEAM,PROV,ETA.CL,SESSO,TITSTUD,LAUREA,PROF,SETPROF,MODPART,TEAM,AGIURID,T.PROG,AMBITO1,AMBITO2,ARCHITET,ARCH.BIB,ARTI.VIS,ARTIGIAN,AUDIOVIS,DESIGN,EDITORIA,PATRIMON,SPETTAC,AM.ALTRO,REPLICA,REP.DOVE,REP.SETT,REP.SE.Q,AVANZAM,AVANZ.D,IMPATTO1,IMPATTO2,ACCESSO,CONSERV,DIST.COM,EDUCAZ,FRUIZ,FUNDRAIS,PARTECIP,PRODUZ,PROMOZ,RIC.FORM,INF.PROG1,INF.PROG2,CARENZA1,CARENZA2,CARENZA3,ARTISTI,TURISTI,STUDENTI,FAMIGLIE,SCUO.UNI,APPASS,OPERAT,PROF.CRE,IST.CULT,PA,IMPRESE,TAR.ALTR,FILTR.PR,filter_$
iC2,108,2,Non rilevabile,30-34 anni,Non rilevabile,Laurea,Non rilevabile, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Non selezionato,Not Selected
iC2,108,3,Non rilevabile,30-34 anni,Non rilevabile,Laurea,Altri settori scientifico-disciplinari, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Non selezionato,Not Selected
iC2,108,4,Non rilevabile,40-44 anni,Non rilevabile,Post-laurea,Scienze economiche e statistiche, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Non selezionato,Not Selected
iC2,109,Proponente,Monza e della Brianza,40-44 anni,Maschio,Diploma o titolo di studio inferiore,Non applicabile, , ,In rappresentanza di un team informale,3, , , , ,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Idea completamente nuova, , , ,Progettazione, , , ,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Presente,Assente, , , , , ,Presente,Presente,Presente,Presente,Presente,Presente,Presente,Presente,Presente,Presente,Presente,Assente,Selezionato,Not Selected
iC2,109,2,Non rilevabile,45-49 anni,Non rilevabile,Post-laurea,Scienze economiche e statistiche, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Non selezionato,Not Selected
iC2,109,3,Non rilevabile,45-49 anni,Non rilevabile,Laurea,Ingegneria industriale e dell’informazione, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Non selezionato,Not Selected
iC2,109,4,Non rilevabile,55-59 anni,Non rilevabile,Laurea,Scienze economiche e statistiche, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Non selezionato,Not Selected
iC2,110,Proponente,Altra provincia italiana,25-29 anni,Femmina,Laurea,Non rilevabile, , ,In rappresentanza di un team informale,4, , , , ,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Idea completamente nuova, , , ,Diffusione & sviluppo, , , ,Assente,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Presente, , , , , ,Assente,Assente,Assente,Presente,Presente,Presente,Presente,Presente,Presente,Presente,Presente,Assente,Selezionato,Not Selected
iC2,110,2,Non rilevabile,30-34 anni,Non rilevabile,Non rilevabile,Non rilevabile, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Non selezionato,Not Selected
iC2,110,3,Non rilevabile,Fino a 24 anni,Non rilevabile,Post-laurea,Non rilevabile, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Non selezionato,Not Selected
iC2,110,4,Non rilevabile,25-29 anni,Non rilevabile,Laurea,Non rilevabile, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Non selezionato,Not Selected
iC2,110,5,Non rilevabile,25-29 anni,Non rilevabile,Diploma o titolo di studio inferiore,Non applicabile, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Non selezionato,Not Selected
iC2,111,Proponente,Altra provincia italiana,35-39 anni,Maschio,Diploma o titolo di studio inferiore,Non applicabile, , ,In rappresentanza di un team informale,3, , , , ,Assente,Assente,Assente,Assente,Presente,Presente,Assente,Assente,Assente,Assente,Idea già realizzata altrove/simile a qualcosa di già esistente, , , ,Concept, , , ,Assente,Assente,Assente,Presente,Assente,Assente,Assente,Presente,Assente,Assente, , , , , ,Assente,Assente,Presente,Assente,Assente,Presente,Assente,Presente,Assente,Assente,Presente,Assente,Selezionato,Not Selected
iC2,111,2,Non rilevabile,25-29 anni,Non rilevabile,Diploma o titolo di studio inferiore,Non applicabile, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Non selezionato,Not Selected
iC2,111,3,Non rilevabile,35-39 anni,Non rilevabile,Diploma o titolo di studio inferiore,Non applicabile, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Non selezionato,Not Selected
iC2,111,4,Non rilevabile,35-39 anni,Non rilevabile,Diploma o titolo di studio inferiore,Non applicabile, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Non selezionato,Not Selected
iC2,112,Proponente,Brescia,35-39 anni,Maschio,Post-laurea,"Scienze storiche, filosofiche, pedagogiche e psicologiche", , ,In rappresentanza di un team informale,1, , , , ,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Idea completamente nuova, , , ,Sperimentazione, , , ,Assente,Assente,Assente,Assente,Presente,Presente,Assente,Assente,Assente,Assente, , , , , ,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Presente,Selezionato,Not Selected
iC2,112,2,Non rilevabile,30-34 anni,Non rilevabile,Post-laurea,"Scienze storiche, filosofiche, pedagogiche e psicologiche", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Non selezionato,Not Selected
iC2,113,Proponente,Brescia,30-34 anni,Femmina,Laurea,"Scienze dell’antichità, filologico-letterarie e storico-artistiche", , ,A titolo personale,Non applicabile, , , , ,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Idea già realizzata altrove/simile a qualcosa di già esistente, , , ,Concept, , , ,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Presente,Assente, , , , , ,Presente,Assente,Presente,Assente,Presente,Presente,Presente,Presente,Presente,Presente,Presente,Assente,Selezionato,Not Selected
iC2,114,Proponente,Milano,30-34 anni,Maschio,Laurea,"Scienze dell’antichità, filologico-letterarie e storico-artistiche", , ,In rappresentanza di un team informale,2, , , , ,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Assente,Idea completamente nuova, , , ,Concept, , , ,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Presente,Assente,Assente, , , , , ,Presente,Assente,Presente,Assente,Presente,Presente,Presente,Presente,Presente,Presente,Presente,Assente,Selezionato,Not Selected
iC2,114,2,Non rilevabile,25-29 anni,Non rilevabile,Laurea,"Scienze dell’antichità, filologico-letterarie e storico-artistiche", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Non selezionato,Not Selected
iC2,114,3,Non rilevabile,30-34 anni,Non rilevabile,Laurea,"Scienze dell’antichità, filologico-letterarie e storico-artistiche", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Non selezionato,Not Selected
iC2,115,Proponente,Milano,30-34 anni,Maschio,Post-laurea,"Scienze storiche, filosofiche, pedagogiche e psicologiche", , ,In rappresentanza di un team informale,4, , , , ,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Idea completamente nuova, , , ,Progettazione, , , ,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Presente,Assente, , , , , ,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Presente,Assente,Presente,Assente,Selezionato,Not Selected
iC2,115,2,Non rilevabile,30-34 anni,Non rilevabile,Laurea,Non rilevabile, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Non selezionato,Not Selected
iC2,115,3,Non rilevabile,30-34 anni,Non rilevabile,Laurea,Scienze matematiche e informatiche, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Non selezionato,Not Selected
iC2,115,4,Non rilevabile,25-29 anni,Non rilevabile,Laurea,"Scienze dell’antichità, filologico-letterarie e storico-artistiche", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Non selezionato,Not Selected
iC2,115,5,Non rilevabile,30-34 anni,Non rilevabile,Laurea,"Scienze storiche, filosofiche, pedagogiche e psicologiche", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Non selezionato,Not Selected
iC2,116,Proponente,Varese,35-39 anni,Femmina,Laurea,"Scienze storiche, filosofiche, pedagogiche e psicologiche", , ,In rappresentanza di un’organizzazione,Non applicabile,No Profit, , , ,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Presente,Assente,Idea completamente nuova, , , ,Progettazione, , , ,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Presente,Assente,Assente, , , , , ,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Assente,Presente,Assente,Selezionato,Not Selected
iC2,117,Proponente,Milano,35-39 anni,Femmina,Laurea,Scienze economiche e statistiche, , ,In rappresentanza di un team informale,2, , , , ,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Presente,Assente,Idea già realizzata altrove/simile a qualcosa di già esistente, , , ,Concept, , , ,Assente,Assente,Assente,Assente,Presente,Assente,Presente,Assente,Assente,Assente, , , , , ,Presente,Assente,Presente,Presente,Assente,Presente,Presente,Presente,Assente,Assente,Assente,Assente,Selezionato,Not Selected
iC2,117,2,Non rilevabile,30-34 anni,Non rilevabile,Post-laurea,Non rilevabile, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Non selezionato,Not Selected
iC2,117,3,Non rilevabile,35-39 anni,Non rilevabile,Laurea,Non rilevabile, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Non selezionato,Not Selected
iC2,118,Proponente,Milano,30-34 anni,Femmina,Laurea,Ingegneria industriale e dell’informazione, , ,A titolo personale,Non applicabile, , , , ,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Idea completamente nuova, , , ,Diffusione & sviluppo, , , ,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Presente,Assente,Assente, , , , , ,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Selezionato,Not Selected
iC2,119,Proponente,Cremona,30-34 anni,Femmina,Post-laurea,Non rilevabile, , ,In rappresentanza di un team informale,1, , , , ,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Presente,Idea completamente nuova, , , ,Progettazione, , , ,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Presente, , , , , ,Presente,Presente,Presente,Presente,Presente,Presente,Presente,Presente,Presente,Presente,Presente,Assente,Selezionato,Not Selected
iC2,119,2,Non rilevabile,35-39 anni,Non rilevabile,Post-laurea,Non rilevabile, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Non selezionato,Not Selected
iC2,120,Proponente,Brescia,40-44 anni,Femmina,Post-laurea,Ingegneria civile e Architettura, , ,In rappresentanza di un team informale,7, , , , ,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Presente,Assente,Assente,Idea già realizzata altrove/simile a qualcosa di già esistente, , , ,Sperimentazione, , , ,Assente,Assente,Assente,Presente,Presente,Assente,Assente,Assente,Assente,Assente, , , , , ,Assente,Presente,Presente,Assente,Presente,Assente,Presente,Assente,Presente,Presente,Assente,Assente,Selezionato,Not Selected
iC2,120,2,Non rilevabile,45-49 anni,Non rilevabile,Laurea,"Scienze dell’antichità, filologico-letterarie e storico-artistiche", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Non selezionato,Not Selected
iC2,120,3,Non rilevabile,40-44 anni,Non rilevabile,Laurea,"Scienze storiche, filosofiche, pedagogiche e psicologiche", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Non selezionato,Not Selected
iC2,120,4,Non rilevabile,45-49 anni,Non rilevabile,Laurea,Non rilevabile, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Non selezionato,Not Selected
iC2,120,5,Non rilevabile,30-34 anni,Non rilevabile,Non rilevabile,Non rilevabile, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Non selezionato,Not Selected
iC2,120,6,Non rilevabile,30-34 anni,Non rilevabile,Non rilevabile,Non rilevabile, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Non selezionato,Not Selected
iC2,120,7,Non rilevabile,30-34 anni,Non rilevabile,Non rilevabile,Non rilevabile, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Non selezionato,Not Selected
iC2,120,8,Non rilevabile,30-34 anni,Non rilevabile,Non rilevabile,Non rilevabile, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Non selezionato,Not Selected
iC2,121,Proponente,Milano,40-44 anni,Maschio,Diploma o titolo di studio inferiore,Non applicabile, , ,In rappresentanza di un team informale,3, , , , ,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Idea già realizzata altrove/simile a qualcosa di già esistente, , , ,Sperimentazione, , , ,Presente,Assente,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Assente, , , , , ,Presente,Presente,Presente,Presente,Assente,Presente,Presente,Assente,Presente,Presente,Assente,Assente,Selezionato,Not Selected
iC2,121,2,Non rilevabile,40-44 anni,Non rilevabile,Laurea,"Scienze dell’antichità, filologico-letterarie e storico-artistiche", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Non selezionato,Not Selected
iC2,121,3,Non rilevabile,40-44 anni,Non rilevabile,Post-laurea,Scienze politiche e sociali, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Non selezionato,Not Selected
iC2,121,4,Non rilevabile,40-44 anni,Non rilevabile,Laurea,Altri settori scientifico-disciplinari, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Non selezionato,Not Selected
iC2,122,Proponente,Milano,25-29 anni,Femmina,Post-laurea,Non rilevabile, , ,In rappresentanza di un’organizzazione,Non applicabile,No Profit, , , ,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Idea già realizzata altrove/simile a qualcosa di già esistente, , , ,Progettazione, , , ,Assente,Assente,Assente,Presente,Assente,Assente,Presente,Assente,Assente,Assente, , , , , ,Assente,Assente,Assente,Assente,Assente,Presente,Presente,Assente,Assente,Assente,Presente,Assente,Selezionato,Not Selected
iC2,123,Proponente,Milano,25-29 anni,Maschio,Laurea,Non rilevabile, , ,In rappresentanza di un team informale,4, , , , ,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Idea completamente nuova, , , ,Concept, , , ,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Presente,Assente,Assente, , , , , ,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Presente,Selezionato,Not Selected
iC2,123,2,Non rilevabile,30-34 anni,Non rilevabile,Laurea,Non rilevabile, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Non selezionato,Not Selected
iC2,123,3,Non rilevabile,25-29 anni,Non rilevabile,Laurea,Non rilevabile, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Non selezionato,Not Selected
iC2,123,4,Non rilevabile,35-39 anni,Non rilevabile,Laurea,Non rilevabile, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Non selezionato,Not Selected
iC2,123,5,Non rilevabile,35-39 anni,Non rilevabile,Laurea,Non rilevabile, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Non selezionato,Not Selected
iC2,124,Proponente,Brescia,35-39 anni,Maschio,Laurea,Scienze economiche e statistiche, , ,A titolo personale,Non applicabile, , , , ,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Idea completamente nuova, , , ,Progettazione, , , ,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Presente,Assente, , , , , ,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Selezionato,Not Selected
iC2,125,Proponente,Milano,30-34 anni,Maschio,Laurea,Non rilevabile, , ,A titolo personale,Non applicabile, , , , ,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Assente,Presente,Assente,Idea completamente nuova, , , ,Concept, , , ,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Presente,Assente,Assente, , , , , ,Presente,Presente,Presente,Assente,Presente,Presente,Assente,Presente,Presente,Assente,Assente,Assente,Selezionato,Not Selected
iC2,126,Proponente,Brescia,35-39 anni,Femmina,Laurea,"Scienze storiche, filosofiche, pedagogiche e psicologiche", , ,In rappresentanza di un team informale,1, , , , ,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Idea completamente nuova, , , ,Progettazione, , , ,Presente,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Assente,Assente, , , , , ,Presente,Presente,Presente,Assente,Presente,Presente,Presente,Presente,Presente,Presente,Presente,Assente,Selezionato,Not Selected
iC2,126,2,Non rilevabile,60 anni e oltre,Non rilevabile,Diploma o titolo di studio inferiore,Non applicabile, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Non selezionato,Not Selected
iC2,127,Proponente,Brescia,25-29 anni,Maschio,Diploma o titolo di studio inferiore,Non applicabile, , ,In rappresentanza di un’organizzazione,Non applicabile,No Profit, , , ,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Presente,Assente,Idea completamente nuova, , , ,Sperimentazione, , , ,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Presente, , , , , ,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Presente,Presente,Presente,Assente,Assente,Selezionato,Not Selected
iC2,128,Proponente,Milano,25-29 anni,Femmina,Laurea,Ingegneria industriale e dell’informazione, , ,In rappresentanza di un team informale,3, , , , ,Assente,Assente,Assente,Presente,Assente,Assente,Presente,Assente,Assente,Assente,Idea già realizzata altrove/simile a qualcosa di già esistente, , , ,Progettazione, , , ,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Presente, , , , , ,Presente,Presente,Presente,Presente,Presente,Presente,Presente,Presente,Presente,Presente,Presente,Assente,Selezionato,Not Selected
iC2,128,2,Non rilevabile,45-49 anni,Non rilevabile,Laurea,Non rilevabile, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Non selezionato,Not Selected
iC2,128,3,Non rilevabile,45-49 anni,Non rilevabile,Laurea,Non rilevabile, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Non selezionato,Not Selected
iC2,128,4,Non rilevabile,25-29 anni,Non rilevabile,Laurea,Ingegneria industriale e dell’informazione, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Non selezionato,Not Selected
iC2,129,Proponente,Milano,50-54 anni,Femmina,Diploma o titolo di studio inferiore,Non applicabile, , ,In rappresentanza di un team informale,5, , , , ,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Idea completamente nuova, , , ,Sperimentazione, , , ,Assente,Assente,Assente,Assente,Presente,Assente,Presente,Assente,Assente,Assente, , , , , ,Assente,Presente,Assente,Presente,Assente,Assente,Presente,Assente,Presente,Presente,Presente,Assente,Selezionato,Not Selected
iC2,129,2,Non rilevabile,30-34 anni,Non rilevabile,Laurea,"Scienze storiche, filosofiche, pedagogiche e psicologiche", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Non selezionato,Not Selected
iC2,129,3,Non rilevabile,30-34 anni,Non rilevabile,Laurea,"Scienze dell’antichità, filologico-letterarie e storico-artistiche", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Non selezionato,Not Selected
iC2,129,4,Non rilevabile,30-34 anni,Non rilevabile,Laurea,"Scienze dell’antichità, filologico-letterarie e storico-artistiche", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Non selezionato,Not Selected
iC2,129,5,Non rilevabile,25-29 anni,Non rilevabile,Laurea,"Scienze dell’antichità, filologico-letterarie e storico-artistiche", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Non selezionato,Not Selected
iC2,129,6,Non rilevabile,35-39 anni,Non rilevabile,Laurea,"Scienze dell’antichità, filologico-letterarie e storico-artistiche", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Non selezionato,Not Selected
iC2,130,Proponente,Bergamo,35-39 anni,Maschio,Diploma o titolo di studio inferiore,Non applicabile, , ,In rappresentanza di un team informale,3, , , , ,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Idea già realizzata altrove/simile a qualcosa di già esistente, , , ,Diffusione & sviluppo, , , ,Assente,Assente,Presente,Assente,Presente,Assente,Assente,Assente,Assente,Assente, , , , , ,Presente,Presente,Presente,Presente,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Assente,Selezionato,Not Selected
iC2,130,2,Non rilevabile,35-39 anni,Non rilevabile,Post-laurea,"Scienze dell’antichità, filologico-letterarie e storico-artistiche", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Non selezionato,Not Selected
iC2,130,3,Non rilevabile,55-59 anni,Non rilevabile,Diploma o titolo di studio inferiore,Non applicabile, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Non selezionato,Not Selected
iC2,130,4,Non rilevabile,40-44 anni,Non rilevabile,Laurea,Scienze matematiche e informatiche, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Non selezionato,Not Selected
iC2,131,Proponente,Milano,45-49 anni,Femmina,Diploma o titolo di studio inferiore,Non applicabile, , ,In rappresentanza di un team informale,1, , , , ,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Idea completamente nuova, , , ,Sperimentazione, , , ,Presente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Assente, , , , , ,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Selezionato,Not Selected
iC2,131,2,Non rilevabile,35-39 anni,Non rilevabile,Laurea,Non rilevabile, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Non selezionato,Not Selected
iC2,132,Proponente,Altra provincia italiana,25-29 anni,Femmina,Laurea,Scienze matematiche e informatiche, , ,In rappresentanza di un team informale,3, , , , ,Assente,Assente,Presente,Assente,Assente,Assente,Presente,Assente,Assente,Assente,Idea completamente nuova, , , ,Progettazione, , , ,Assente,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Presente, , , , , ,Presente,Assente,Presente,Assente,Presente,Assente,Presente,Presente,Assente,Assente,Assente,Assente,Selezionato,Not Selected
iC2,132,2,Non rilevabile,25-29 anni,Non rilevabile,Laurea,"Scienze dell’antichità, filologico-letterarie e storico-artistiche", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Non selezionato,Not Selected
iC2,132,3,Non rilevabile,25-29 anni,Non rilevabile,Diploma o titolo di studio inferiore,Non applicabile, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Non selezionato,Not Selected
iC2,132,4,Non rilevabile,30-34 anni,Non rilevabile,Post-laurea,Scienze economiche e statistiche, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Non selezionato,Not Selected
iC2,133,Proponente,Milano,25-29 anni,Femmina,Laurea,"Scienze dell’antichità, filologico-letterarie e storico-artistiche", , ,A titolo personale,Non applicabile, , , , ,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Presente,Idea completamente nuova, , , ,Sperimentazione, , , ,Presente,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Assente, , , , , ,Assente,Assente,Assente,Presente,Assente,Assente,Presente,Assente,Presente,Assente,Presente,Assente,Selezionato,Not Selected
iC2,134,Proponente,Milano,45-49 anni,Femmina,Post-laurea,Ingegneria civile e Architettura, , ,In rappresentanza di un team informale,5, , , , ,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Presente,Assente,Idea completamente nuova, , , ,Concept, , , ,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Assente,Presente,Assente, , , , , ,Assente,Presente,Assente,Assente,Assente,Presente,Presente,Assente,Presente,Presente,Presente,Assente,Selezionato,Not Selected
iC2,134,2,Non rilevabile,45-49 anni,Non rilevabile,Post-laurea,Scienze economiche e statistiche, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Non selezionato,Not Selected
iC2,134,3,Non rilevabile,45-49 anni,Non rilevabile,Post-laurea,Ingegneria civile e Architettura, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Non selezionato,Not Selected
iC2,134,4,Non rilevabile,40-44 anni,Non rilevabile,Post-laurea,"Scienze dell’antichità, filologico-letterarie e storico-artistiche", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Non selezionato,Not Selected
iC2,134,5,Non rilevabile,45-49 anni,Non rilevabile,Laurea,"Scienze dell’antichità, filologico-letterarie e storico-artistiche", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Non selezionato,Not Selected
iC2,134,6,Non rilevabile,45-49 anni,Non rilevabile,Post-laurea,"Scienze dell’antichità, filologico-letterarie e storico-artistiche", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Non selezionato,Not Selected
