EDIZIONE,ID.PROG,ID.TEAM,PROV,ETA.CL,SESSO,TITSTUD,LAUREA,PROF,SETPROF,MODPART,TEAM,AGIURID,T.PROG,AMBITO1,AMBITO2,ARCHITET,ARCH.BIB,ARTI.VIS,ARTIGIAN,AUDIOVIS,DESIGN,EDITORIA,PATRIMON,SPETTAC,AM.ALTRO,REPLICA,REP.DOVE,REP.SETT,REP.SE.Q,AVANZAM,AVANZ.D,IMPATTO1,IMPATTO2,ACCESSO,CONSERV,DIST.COM,EDUCAZ,FRUIZ,FUNDRAIS,PARTECIP,PRODUZ,PROMOZ,RIC.FORM,INF.PROG1,INF.PROG2,CARENZA1,CARENZA2,CARENZA3,ARTISTI,TURISTI,STUDENTI,FAMIGLIE,SCUO.UNI,APPASS,OPERAT,PROF.CRE,IST.CULT,PA,IMPRESE,TAR.ALTR,FILTR.PR,filter_$
iC2,135,Proponente,Milano,35-39 anni,Maschio,Post-laurea,Non rilevabile, , ,A titolo personale,Non applicabile, , , , ,Presente,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Idea completamente nuova, , , ,Concept, , , ,Assente,Assente,Assente,Presente,Presente,Assente,Assente,Assente,Assente,Assente, , , , , ,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Presente,Assente,Selezionato,Not Selected
iC2,136,Proponente,Altra provincia italiana,35-39 anni,Maschio,Diploma o titolo di studio inferiore,Non applicabile, , ,A titolo personale,Non applicabile, , , , ,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Idea completamente nuova, , , ,Concept, , , ,Assente,Presente,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Assente, , , , , ,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Presente,Assente,Assente,Assente,Selezionato,Not Selected
iC2,137,Proponente,Brescia,40-44 anni,Femmina,Post-laurea,Scienze economiche e statistiche, , ,In rappresentanza di un team informale,1, , , , ,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Idea completamente nuova, , , ,Progettazione, , , ,Assente,Assente,Presente,Assente,Presente,Assente,Assente,Assente,Assente,Assente, , , , , ,Assente,Assente,Assente,Presente,Assente,Assente,Assente,Presente,Presente,Presente,Presente,Assente,Selezionato,Not Selected
iC2,137,2,Non rilevabile,35-39 anni,Non rilevabile,Post-laurea,Scienze giuridiche, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Non selezionato,Not Selected
iC2,138,Proponente,Milano,40-44 anni,Maschio,Post-laurea,Scienze economiche e statistiche, , ,In rappresentanza di un team informale,2, , , , ,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Idea completamente nuova, , , ,Concept, , , ,Presente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Assente, , , , , ,Presente,Assente,Assente,Assente,Assente,Presente,Assente,Presente,Presente,Presente,Presente,Assente,Selezionato,Not Selected
iC2,138,2,Non rilevabile,35-39 anni,Non rilevabile,Post-laurea,"Scienze dell’antichità, filologico-letterarie e storico-artistiche", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Non selezionato,Not Selected
iC2,138,3,Non rilevabile,30-34 anni,Non rilevabile,Post-laurea,"Scienze dell’antichità, filologico-letterarie e storico-artistiche", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Non selezionato,Not Selected
iC2,139,Proponente,Como,30-34 anni,Maschio,Laurea,Ingegneria civile e Architettura, , ,In rappresentanza di un team informale,4, , , , ,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Presente,Idea già realizzata altrove/simile a qualcosa di già esistente, , , ,Concept, , , ,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Presente,Assente, , , , , ,Assente,Assente,Assente,Presente,Presente,Presente,Presente,Assente,Presente,Presente,Assente,Presente,Selezionato,Not Selected
iC2,139,2,Non rilevabile,30-34 anni,Non rilevabile,Laurea,Ingegneria civile e Architettura, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Non selezionato,Not Selected
iC2,139,3,Non rilevabile,30-34 anni,Non rilevabile,Laurea,Altri settori scientifico-disciplinari, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Non selezionato,Not Selected
iC2,139,4,Non rilevabile,30-34 anni,Non rilevabile,Laurea,Ingegneria civile e Architettura, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Non selezionato,Not Selected
iC2,139,5,Non rilevabile,30-34 anni,Non rilevabile,Post-laurea,"Scienze dell’antichità, filologico-letterarie e storico-artistiche", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Non selezionato,Not Selected
iC2,140,Proponente,Altra provincia lombarda,25-29 anni,Femmina,Laurea,Scienze economiche e statistiche, , ,In rappresentanza di un team informale,2, , , , ,Presente,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Idea già realizzata altrove/simile a qualcosa di già esistente, , , ,Concept, , , ,Assente,Assente,Assente,Assente,Presente,Assente,Presente,Assente,Assente,Assente, , , , , ,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Presente,Assente,Selezionato,Not Selected
iC2,140,2,Non rilevabile,25-29 anni,Non rilevabile,Diploma o titolo di studio inferiore,Non applicabile, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Non selezionato,Not Selected
iC2,140,3,Non rilevabile,30-34 anni,Non rilevabile,Laurea,"Scienze dell’antichità, filologico-letterarie e storico-artistiche", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Non selezionato,Not Selected
iC2,141,Proponente,Como,30-34 anni,Femmina,Laurea,Ingegneria civile e Architettura, , ,In rappresentanza di un team informale,2, , , , ,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Idea completamente nuova, , , ,Progettazione, , , ,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Assente,Presente,Assente, , , , , ,Presente,Assente,Presente,Presente,Presente,Presente,Presente,Presente,Assente,Assente,Assente,Assente,Selezionato,Not Selected
iC2,141,2,Non rilevabile,35-39 anni,Non rilevabile,Diploma o titolo di studio inferiore,Non applicabile, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Non selezionato,Not Selected
iC2,141,3,Non rilevabile,60 anni e oltre,Non rilevabile,Laurea,Non rilevabile, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Non selezionato,Not Selected
iC2,142,Proponente,Milano,50-54 anni,Femmina,Laurea,Non rilevabile, , ,In rappresentanza di un’organizzazione,Non applicabile,No Profit, , , ,Assente,Assente,Presente,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Idea già realizzata altrove/simile a qualcosa di già esistente, , , ,Diffusione & sviluppo, , , ,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Presente, , , , , ,Presente,Presente,Presente,Presente,Presente,Presente,Presente,Presente,Presente,Presente,Presente,Assente,Selezionato,Not Selected
iC2,143,Proponente,Milano,30-34 anni,Maschio,Laurea,Non rilevabile, , ,In rappresentanza di un team informale,4, , , , ,Assente,Assente,Assente,Assente,Presente,Assente,Presente,Assente,Assente,Assente,Idea completamente nuova, , , ,Sperimentazione, , , ,Assente,Assente,Presente,Assente,Assente,Assente,Presente,Assente,Assente,Assente, , , , , ,Presente,Presente,Presente,Assente,Presente,Presente,Presente,Presente,Presente,Presente,Assente,Assente,Selezionato,Not Selected
iC2,143,2,Non rilevabile,30-34 anni,Non rilevabile,Laurea,Non rilevabile, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Non selezionato,Not Selected
iC2,143,3,Non rilevabile,30-34 anni,Non rilevabile,Laurea,Non rilevabile, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Non selezionato,Not Selected
iC2,143,4,Non rilevabile,25-29 anni,Non rilevabile,Laurea,Non rilevabile, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Non selezionato,Not Selected
iC2,143,5,Non rilevabile,25-29 anni,Non rilevabile,Laurea,Non rilevabile, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Non selezionato,Not Selected
iC2,144,Proponente,Altra provincia italiana,35-39 anni,Maschio,Post-laurea,Scienze economiche e statistiche, , ,In rappresentanza di un’organizzazione,Non applicabile,No Profit, , , ,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Idea completamente nuova, , , ,Sperimentazione, , , ,Presente,Assente,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Assente, , , , , ,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Assente,Presente,Presente,Presente,Assente,Selezionato,Not Selected
iC2,145,Proponente,Milano,25-29 anni,Femmina,Laurea,Ingegneria civile e Architettura, , ,A titolo personale,Non applicabile, , , , ,Assente,Assente,Assente,Presente,Assente,Assente,Assente,Presente,Assente,Assente,Idea completamente nuova, , , ,Concept, , , ,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Assente,Presente,Assente, , , , , ,Assente,Presente,Assente,Presente,Assente,Presente,Presente,Presente,Presente,Assente,Presente,Assente,Selezionato,Not Selected
iC2,146,Proponente,Varese,40-44 anni,Femmina,Diploma o titolo di studio inferiore,Non applicabile, , ,In rappresentanza di un team informale,3, , , , ,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Idea già realizzata altrove/simile a qualcosa di già esistente, , , ,Sperimentazione, , , ,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Assente,Presente,Assente, , , , , ,Assente,Presente,Assente,Assente,Assente,Presente,Presente,Assente,Presente,Presente,Presente,Assente,Selezionato,Not Selected
iC2,146,2,Non rilevabile,45-49 anni,Non rilevabile,Diploma o titolo di studio inferiore,Non applicabile, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Non selezionato,Not Selected
iC2,146,3,Non rilevabile,45-49 anni,Non rilevabile,Laurea,Non rilevabile, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Non selezionato,Not Selected
iC2,146,4,Non rilevabile,35-39 anni,Non rilevabile,Post-laurea,Non rilevabile, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Non selezionato,Not Selected
iC2,147,Proponente,Milano,30-34 anni,Maschio,Laurea,Non rilevabile, , ,In rappresentanza di un team informale,5, , , , ,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Presente,Assente,Assente,Idea completamente nuova, , , ,Concept, , , ,Assente,Assente,Assente,Presente,Presente,Assente,Assente,Assente,Assente,Assente, , , , , ,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Presente,Presente,Assente,Selezionato,Not Selected
iC2,147,2,Non rilevabile,Fino a 24 anni,Non rilevabile,Non rilevabile,Non rilevabile, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Non selezionato,Not Selected
iC2,147,3,Non rilevabile,25-29 anni,Non rilevabile,Non rilevabile,Non rilevabile, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Non selezionato,Not Selected
iC2,147,4,Non rilevabile,Fino a 24 anni,Non rilevabile,Non rilevabile,Non rilevabile, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Non selezionato,Not Selected
iC2,147,5,Non rilevabile,Fino a 24 anni,Non rilevabile,Non rilevabile,Non rilevabile, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Non selezionato,Not Selected
iC2,147,6,Non rilevabile,25-29 anni,Non rilevabile,Non rilevabile,Non rilevabile, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Non selezionato,Not Selected
iC2,148,Proponente,Milano,35-39 anni,Maschio,Laurea,Non rilevabile, , ,In rappresentanza di un team informale,3, , , , ,Assente,Assente,Presente,Presente,Assente,Assente,Assente,Assente,Assente,Assente,Idea completamente nuova, , , ,Sperimentazione, , , ,Assente,Assente,Assente,Presente,Assente,Assente,Assente,Presente,Assente,Assente, , , , , ,Presente,Presente,Presente,Presente,Presente,Presente,Presente,Presente,Presente,Presente,Presente,Assente,Selezionato,Not Selected
iC2,148,2,Non rilevabile,35-39 anni,Non rilevabile,Post-laurea,Scienze politiche e sociali, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Non selezionato,Not Selected
iC2,148,3,Non rilevabile,45-49 anni,Non rilevabile,Laurea,Scienze economiche e statistiche, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Non selezionato,Not Selected
iC2,148,4,Non rilevabile,45-49 anni,Non rilevabile,Diploma o titolo di studio inferiore,Non applicabile, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Non selezionato,Not Selected
iC2,149,Proponente,Monza e della Brianza,50-54 anni,Maschio,Laurea,Ingegneria civile e Architettura, , ,A titolo personale,Non applicabile, , , , ,Assente,Assente,Presente,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Idea già realizzata altrove/simile a qualcosa di già esistente, , , ,Progettazione, , , ,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Presente,Assente, , , , , ,Presente,Assente,Presente,Assente,Presente,Presente,Presente,Presente,Presente,Assente,Presente,Assente,Selezionato,Not Selected
iC2,150,Proponente,Milano,40-44 anni,Maschio,Laurea,Scienze economiche e statistiche, , ,In rappresentanza di un’organizzazione,Non applicabile,For Profit, , , ,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Idea completamente nuova, , , ,Progettazione, , , ,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Assente,Presente,Assente, , , , , ,Presente,Presente,Assente,Presente,Assente,Presente,Presente,Assente,Presente,Presente,Assente,Assente,Selezionato,Not Selected
iC2,151,Proponente,Milano,25-29 anni,Maschio,Laurea,Non rilevabile, , ,In rappresentanza di un team informale,2, , , , ,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Presente,Assente,Idea già realizzata altrove/simile a qualcosa di già esistente, , , ,Progettazione, , , ,Presente,Assente,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Assente, , , , , ,Assente,Presente,Presente,Presente,Assente,Presente,Assente,Assente,Presente,Presente,Assente,Assente,Selezionato,Not Selected
iC2,151,2,Non rilevabile,30-34 anni,Non rilevabile,Laurea,Non rilevabile, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Non selezionato,Not Selected
iC2,151,3,Non rilevabile,25-29 anni,Non rilevabile,Post-laurea,"Scienze dell’antichità, filologico-letterarie e storico-artistiche", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Non selezionato,Not Selected
iC2,152,Proponente,Milano,35-39 anni,Femmina,Laurea,Non rilevabile, , ,In rappresentanza di un team informale,3, , , , ,Assente,Assente,Presente,Presente,Assente,Assente,Assente,Assente,Assente,Assente,Idea completamente nuova, , , ,Sperimentazione, , , ,Assente,Assente,Assente,Assente,Presente,Assente,Presente,Assente,Assente,Assente, , , , , ,Assente,Presente,Assente,Assente,Presente,Presente,Assente,Presente,Assente,Presente,Presente,Assente,Selezionato,Not Selected
iC2,152,2,Non rilevabile,35-39 anni,Non rilevabile,Laurea,Non rilevabile, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Non selezionato,Not Selected
iC2,152,3,Non rilevabile,25-29 anni,Non rilevabile,Laurea,Non rilevabile, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Non selezionato,Not Selected
iC2,152,4,Non rilevabile,25-29 anni,Non rilevabile,Laurea,Non rilevabile, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Non selezionato,Not Selected
iC2,153,Proponente,Milano,35-39 anni,Femmina,Laurea,Scienze economiche e statistiche, , ,In rappresentanza di un team informale,4, , , , ,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Idea già realizzata altrove/simile a qualcosa di già esistente, , , ,Progettazione, , , ,Assente,Assente,Assente,Presente,Assente,Assente,Presente,Assente,Assente,Assente, , , , , ,Assente,Assente,Presente,Presente,Presente,Assente,Assente,Assente,Assente,Presente,Presente,Presente,Selezionato,Not Selected
iC2,153,2,Non rilevabile,30-34 anni,Non rilevabile,Laurea,Scienze economiche e statistiche, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Non selezionato,Not Selected
iC2,153,3,Non rilevabile,35-39 anni,Non rilevabile,Laurea,Non rilevabile, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Non selezionato,Not Selected
iC2,153,4,Non rilevabile,35-39 anni,Non rilevabile,Laurea,"Scienze storiche, filosofiche, pedagogiche e psicologiche", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Non selezionato,Not Selected
iC2,153,5,Non rilevabile,40-44 anni,Non rilevabile,Laurea,Altri settori scientifico-disciplinari, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Non selezionato,Not Selected
iC2,154,Proponente,Milano,30-34 anni,Femmina,Laurea,"Scienze dell’antichità, filologico-letterarie e storico-artistiche", , ,In rappresentanza di un’organizzazione,Non applicabile,For Profit, , , ,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Assente,Idea completamente nuova, , , ,Diffusione & sviluppo, , , ,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Assente,Assente, , , , , ,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Presente,Assente,Selezionato,Not Selected
